sigma_a_Yb:CaF2_x	sigma_a_Yb:CaF2_y	sigma_e_Füchtbauer_x	sigma_e_Füchtbauer_y	sigma_e_McCumber_x	sigma_e_McCumber_y	sigma_e_average_x	sigma_e_average_y	sigma_a_average_x	sigma_a_average_y
8.57050e+02	7.49367e-23	8.57050e+02	2.53296e-23	8.57050e+02	9.16695e-26	8.57050e+02	9.16695e-26	8.57050e+02	7.49367e-23
8.57400e+02	7.50095e-23	8.57400e+02	2.45489e-23	8.57400e+02	9.38790e-26	8.57400e+02	9.38790e-26	8.57400e+02	7.50095e-23
8.57750e+02	7.47214e-23	8.57750e+02	2.45767e-23	8.57750e+02	9.56778e-26	8.57750e+02	9.56778e-26	8.57750e+02	7.47214e-23
8.58100e+02	7.26530e-23	8.58100e+02	2.47398e-23	8.58100e+02	9.51755e-26	8.58100e+02	9.51755e-26	8.58100e+02	7.26530e-23
8.58450e+02	6.79215e-23	8.58450e+02	2.46644e-23	8.58450e+02	9.10283e-26	8.58450e+02	9.10283e-26	8.58450e+02	6.79215e-23
8.58800e+02	6.26586e-23	8.58800e+02	2.45319e-23	8.58800e+02	8.59092e-26	8.58800e+02	8.59092e-26	8.58800e+02	6.26586e-23
8.59150e+02	6.18261e-23	8.59150e+02	2.45784e-23	8.59150e+02	8.67185e-26	8.59150e+02	8.67185e-26	8.59150e+02	6.18261e-23
8.59500e+02	6.87682e-23	8.59500e+02	2.47104e-23	8.59500e+02	9.86737e-26	8.59500e+02	9.86737e-26	8.59500e+02	6.87682e-23
8.59850e+02	8.12656e-23	8.59850e+02	2.47008e-23	8.59850e+02	1.19285e-25	8.59850e+02	1.19285e-25	8.59850e+02	8.12656e-23
8.60200e+02	9.38784e-23	8.60200e+02	2.45528e-23	8.60200e+02	1.40962e-25	8.60200e+02	1.40962e-25	8.60200e+02	9.38784e-23
8.60550e+02	1.06003e-22	8.60550e+02	2.45131e-23	8.60550e+02	1.62818e-25	8.60550e+02	1.62818e-25	8.60550e+02	1.06003e-22
8.60900e+02	1.13534e-22	8.60900e+02	2.47975e-23	8.60900e+02	1.78383e-25	8.60900e+02	1.78383e-25	8.60900e+02	1.13534e-22
8.61250e+02	1.14981e-22	8.61250e+02	2.54149e-23	8.61250e+02	1.84793e-25	8.61250e+02	1.84793e-25	8.61250e+02	1.14981e-22
8.61600e+02	1.10666e-22	8.61600e+02	2.62075e-23	8.61600e+02	1.81928e-25	8.61600e+02	1.81928e-25	8.61600e+02	1.10666e-22
8.61950e+02	1.05724e-22	8.61950e+02	2.69496e-23	8.61950e+02	1.77778e-25	8.61950e+02	1.77778e-25	8.61950e+02	1.05724e-22
8.62300e+02	1.02663e-22	8.62300e+02	2.74510e-23	8.62300e+02	1.76573e-25	8.62300e+02	1.76573e-25	8.62300e+02	1.02663e-22
8.62650e+02	9.89731e-23	8.62650e+02	2.77381e-23	8.62650e+02	1.74113e-25	8.62650e+02	1.74113e-25	8.62650e+02	9.89731e-23
8.63000e+02	9.63997e-23	8.63000e+02	2.81642e-23	8.63000e+02	1.73453e-25	8.63000e+02	1.73453e-25	8.63000e+02	9.63997e-23
8.63350e+02	9.41332e-23	8.63350e+02	2.91431e-23	8.63350e+02	1.73235e-25	8.63350e+02	1.73235e-25	8.63350e+02	9.41332e-23
8.63700e+02	9.54987e-23	8.63700e+02	3.06010e-23	8.63700e+02	1.79749e-25	8.63700e+02	1.79749e-25	8.63700e+02	9.54987e-23
8.64050e+02	9.22412e-23	8.64050e+02	3.18015e-23	8.64050e+02	1.77568e-25	8.64050e+02	1.77568e-25	8.64050e+02	9.22412e-23
8.64400e+02	8.89996e-23	8.64400e+02	3.19647e-23	8.64400e+02	1.75222e-25	8.64400e+02	1.75222e-25	8.64400e+02	8.89996e-23
8.64750e+02	8.46228e-23	8.64750e+02	3.11092e-23	8.64750e+02	1.70389e-25	8.64750e+02	1.70389e-25	8.64750e+02	8.46228e-23
8.65100e+02	8.13510e-23	8.65100e+02	3.00636e-23	8.65100e+02	1.67519e-25	8.65100e+02	1.67519e-25	8.65100e+02	8.13510e-23
8.65450e+02	7.64388e-23	8.65450e+02	2.94934e-23	8.65450e+02	1.60973e-25	8.65450e+02	1.60973e-25	8.65450e+02	7.64388e-23
8.65800e+02	7.28716e-23	8.65800e+02	2.90854e-23	8.65800e+02	1.56938e-25	8.65800e+02	1.56938e-25	8.65800e+02	7.28716e-23
8.66150e+02	7.21424e-23	8.66150e+02	2.79722e-23	8.66150e+02	1.58885e-25	8.66150e+02	1.58885e-25	8.66150e+02	7.21424e-23
8.66500e+02	7.49770e-23	8.66500e+02	2.59588e-23	8.66500e+02	1.68863e-25	8.66500e+02	1.68863e-25	8.66500e+02	7.49770e-23
8.66850e+02	8.11133e-23	8.66850e+02	2.40320e-23	8.66850e+02	1.86812e-25	8.66850e+02	1.86812e-25	8.66850e+02	8.11133e-23
8.67200e+02	8.38596e-23	8.67200e+02	2.34809e-23	8.67200e+02	1.97499e-25	8.67200e+02	1.97499e-25	8.67200e+02	8.38596e-23
8.67550e+02	8.92759e-23	8.67550e+02	2.46807e-23	8.67550e+02	2.14999e-25	8.67550e+02	2.14999e-25	8.67550e+02	8.92759e-23
8.67900e+02	9.50498e-23	8.67900e+02	2.69490e-23	8.67900e+02	2.34065e-25	8.67900e+02	2.34065e-25	8.67900e+02	9.50498e-23
8.68250e+02	9.74674e-23	8.68250e+02	2.94127e-23	8.68250e+02	2.45426e-25	8.68250e+02	2.45426e-25	8.68250e+02	9.74674e-23
8.68600e+02	9.69461e-23	8.68600e+02	3.15864e-23	8.68600e+02	2.49608e-25	8.68600e+02	2.49608e-25	8.68600e+02	9.69461e-23
8.68950e+02	1.00314e-22	8.68950e+02	3.30382e-23	8.68950e+02	2.64090e-25	8.68950e+02	2.64090e-25	8.68950e+02	1.00314e-22
8.69300e+02	1.04039e-22	8.69300e+02	3.30615e-23	8.69300e+02	2.80050e-25	8.69300e+02	2.80050e-25	8.69300e+02	1.04039e-22
8.69650e+02	1.04962e-22	8.69650e+02	3.13177e-23	8.69650e+02	2.88879e-25	8.69650e+02	2.88879e-25	8.69650e+02	1.04962e-22
8.70000e+02	1.02624e-22	8.70000e+02	2.87606e-23	8.70000e+02	2.88780e-25	8.70000e+02	2.88780e-25	8.70000e+02	1.02624e-22
8.70350e+02	1.01202e-22	8.70350e+02	2.72588e-23	8.70350e+02	2.91165e-25	8.70350e+02	2.91165e-25	8.70350e+02	1.01202e-22
8.70700e+02	1.01524e-22	8.70700e+02	2.78328e-23	8.70700e+02	2.98633e-25	8.70700e+02	2.98633e-25	8.70700e+02	1.01524e-22
8.71050e+02	1.01372e-22	8.71050e+02	2.95323e-23	8.71050e+02	3.04860e-25	8.71050e+02	3.04860e-25	8.71050e+02	1.01372e-22
8.71400e+02	9.91247e-23	8.71400e+02	3.05874e-23	8.71400e+02	3.04769e-25	8.71400e+02	3.04769e-25	8.71400e+02	9.91247e-23
8.71750e+02	9.95435e-23	8.71750e+02	3.06300e-23	8.71750e+02	3.12895e-25	8.71750e+02	3.12895e-25	8.71750e+02	9.95435e-23
8.72100e+02	1.00781e-22	8.72100e+02	3.11240e-23	8.72100e+02	3.23858e-25	8.72100e+02	3.23858e-25	8.72100e+02	1.00781e-22
8.72450e+02	1.01060e-22	8.72450e+02	3.32144e-23	8.72450e+02	3.32001e-25	8.72450e+02	3.32001e-25	8.72450e+02	1.01060e-22
8.72800e+02	1.00347e-22	8.72800e+02	3.56626e-23	8.72800e+02	3.37007e-25	8.72800e+02	3.37007e-25	8.72800e+02	1.00347e-22
8.73150e+02	9.85984e-23	8.73150e+02	3.58051e-23	8.73150e+02	3.38509e-25	8.73150e+02	3.38509e-25	8.73150e+02	9.85984e-23
8.73500e+02	1.01608e-22	8.73500e+02	3.27719e-23	8.73500e+02	3.56605e-25	8.73500e+02	3.56605e-25	8.73500e+02	1.01608e-22
8.73850e+02	1.05931e-22	8.73850e+02	2.90690e-23	8.73850e+02	3.80046e-25	8.73850e+02	3.80046e-25	8.73850e+02	1.05931e-22
8.74200e+02	1.08574e-22	8.74200e+02	2.82750e-23	8.74200e+02	3.98183e-25	8.74200e+02	3.98183e-25	8.74200e+02	1.08574e-22
8.74550e+02	1.11587e-22	8.74550e+02	3.12935e-23	8.74550e+02	4.18316e-25	8.74550e+02	4.18316e-25	8.74550e+02	1.11587e-22
8.74900e+02	1.17467e-22	8.74900e+02	3.54982e-23	8.74900e+02	4.50129e-25	8.74900e+02	4.50129e-25	8.74900e+02	1.17467e-22
8.75250e+02	1.24104e-22	8.75250e+02	3.77094e-23	8.75250e+02	4.86101e-25	8.75250e+02	4.86101e-25	8.75250e+02	1.24104e-22
8.75600e+02	1.29892e-22	8.75600e+02	3.74081e-23	8.75600e+02	5.20040e-25	8.75600e+02	5.20040e-25	8.75600e+02	1.29892e-22
8.75950e+02	1.33872e-22	8.75950e+02	3.65624e-23	8.75950e+02	5.47839e-25	8.75950e+02	5.47839e-25	8.75950e+02	1.33872e-22
8.76300e+02	1.35208e-22	8.76300e+02	3.67771e-23	8.76300e+02	5.65537e-25	8.76300e+02	5.65537e-25	8.76300e+02	1.35208e-22
8.76650e+02	1.41144e-22	8.76650e+02	3.75685e-23	8.76650e+02	6.03411e-25	8.76650e+02	6.03411e-25	8.76650e+02	1.41144e-22
8.77000e+02	1.44588e-22	8.77000e+02	3.76341e-23	8.77000e+02	6.31780e-25	8.77000e+02	6.31780e-25	8.77000e+02	1.44588e-22
8.77350e+02	1.43374e-22	8.77350e+02	3.69053e-23	8.77350e+02	6.40293e-25	8.77350e+02	6.40293e-25	8.77350e+02	1.43374e-22
8.77700e+02	1.42453e-22	8.77700e+02	3.64466e-23	8.77700e+02	6.50204e-25	8.77700e+02	6.50204e-25	8.77700e+02	1.42453e-22
8.78050e+02	1.45240e-22	8.78050e+02	3.65953e-23	8.78050e+02	6.77524e-25	8.78050e+02	6.77524e-25	8.78050e+02	1.45240e-22
8.78400e+02	1.49529e-22	8.78400e+02	3.62953e-23	8.78400e+02	7.12880e-25	8.78400e+02	7.12880e-25	8.78400e+02	1.49529e-22
8.78750e+02	1.51204e-22	8.78750e+02	3.47580e-23	8.78750e+02	7.36715e-25	8.78750e+02	7.36715e-25	8.78750e+02	1.51204e-22
8.79100e+02	1.51439e-22	8.79100e+02	3.30163e-23	8.79100e+02	7.54069e-25	8.79100e+02	7.54069e-25	8.79100e+02	1.51439e-22
8.79450e+02	1.53098e-22	8.79450e+02	3.28433e-23	8.79450e+02	7.79065e-25	8.79450e+02	7.79065e-25	8.79450e+02	1.53098e-22
8.79800e+02	1.58224e-22	8.79800e+02	3.42530e-23	8.79800e+02	8.22811e-25	8.79800e+02	8.22811e-25	8.79800e+02	1.58224e-22
8.80150e+02	1.60264e-22	8.80150e+02	3.51628e-23	8.80150e+02	8.51687e-25	8.80150e+02	8.51687e-25	8.80150e+02	1.60264e-22
8.80500e+02	1.60098e-22	8.80500e+02	3.41186e-23	8.80500e+02	8.69433e-25	8.80500e+02	8.69433e-25	8.80500e+02	1.60098e-22
8.80850e+02	1.61603e-22	8.80850e+02	3.25920e-23	8.80850e+02	8.96810e-25	8.80850e+02	8.96810e-25	8.80850e+02	1.61603e-22
8.81200e+02	1.65723e-22	8.81200e+02	3.34134e-23	8.81200e+02	9.39779e-25	8.81200e+02	9.39779e-25	8.81200e+02	1.65723e-22
8.81550e+02	1.71332e-22	8.81550e+02	3.69082e-23	8.81550e+02	9.92813e-25	8.81550e+02	9.92813e-25	8.81550e+02	1.71332e-22
8.81900e+02	1.77339e-22	8.81900e+02	3.97989e-23	8.81900e+02	1.05006e-24	8.81900e+02	1.05006e-24	8.81900e+02	1.77339e-22
8.82250e+02	1.84982e-22	8.82250e+02	3.88732e-23	8.82250e+02	1.11920e-24	8.82250e+02	1.11920e-24	8.82250e+02	1.84982e-22
8.82600e+02	1.90198e-22	8.82600e+02	3.52257e-23	8.82600e+02	1.17584e-24	8.82600e+02	1.17584e-24	8.82600e+02	1.90198e-22
8.82950e+02	1.93362e-22	8.82950e+02	3.35801e-23	8.82950e+02	1.22143e-24	8.82950e+02	1.22143e-24	8.82950e+02	1.93362e-22
8.83300e+02	1.93926e-22	8.83300e+02	3.69750e-23	8.83300e+02	1.25164e-24	8.83300e+02	1.25164e-24	8.83300e+02	1.93926e-22
8.83650e+02	1.94673e-22	8.83650e+02	4.30009e-23	8.83650e+02	1.28379e-24	8.83650e+02	1.28379e-24	8.83650e+02	1.94673e-22
8.84000e+02	1.96053e-22	8.84000e+02	4.62508e-23	8.84000e+02	1.32097e-24	8.84000e+02	1.32097e-24	8.84000e+02	1.96053e-22
8.84350e+02	1.99149e-22	8.84350e+02	4.42905e-23	8.84350e+02	1.37096e-24	8.84350e+02	1.37096e-24	8.84350e+02	1.99149e-22
8.84700e+02	2.05330e-22	8.84700e+02	4.02332e-23	8.84700e+02	1.44417e-24	8.84700e+02	1.44417e-24	8.84700e+02	2.05330e-22
8.85050e+02	2.14269e-22	8.85050e+02	3.90752e-23	8.85050e+02	1.53970e-24	8.85050e+02	1.53970e-24	8.85050e+02	2.14269e-22
8.85400e+02	2.24595e-22	8.85400e+02	4.22456e-23	8.85400e+02	1.64885e-24	8.85400e+02	1.64885e-24	8.85400e+02	2.24595e-22
8.85750e+02	2.31434e-22	8.85750e+02	4.65196e-23	8.85750e+02	1.73582e-24	8.85750e+02	1.73582e-24	8.85750e+02	2.31434e-22
8.86100e+02	2.36668e-22	8.86100e+02	4.79384e-23	8.86100e+02	1.81345e-24	8.86100e+02	1.81345e-24	8.86100e+02	2.36668e-22
8.86450e+02	2.41424e-22	8.86450e+02	4.57692e-23	8.86450e+02	1.88986e-24	8.86450e+02	1.88986e-24	8.86450e+02	2.41424e-22
8.86800e+02	2.46126e-22	8.86800e+02	4.23618e-23	8.86800e+02	1.96825e-24	8.86800e+02	1.96825e-24	8.86800e+02	2.46126e-22
8.87150e+02	2.49877e-22	8.87150e+02	4.00856e-23	8.87150e+02	2.04135e-24	8.87150e+02	2.04135e-24	8.87150e+02	2.49877e-22
8.87500e+02	2.55347e-22	8.87500e+02	3.93697e-23	8.87500e+02	2.13099e-24	8.87500e+02	2.13099e-24	8.87500e+02	2.55347e-22
8.87850e+02	2.63216e-22	8.87850e+02	3.94109e-23	8.87850e+02	2.24397e-24	8.87850e+02	2.24397e-24	8.87850e+02	2.63216e-22
8.88200e+02	2.71755e-22	8.88200e+02	3.95787e-23	8.88200e+02	2.36661e-24	8.88200e+02	2.36661e-24	8.88200e+02	2.71755e-22
8.88550e+02	2.79997e-22	8.88550e+02	3.96164e-23	8.88550e+02	2.49082e-24	8.88550e+02	2.49082e-24	8.88550e+02	2.79997e-22
8.88900e+02	2.88228e-22	8.88900e+02	3.93069e-23	8.88900e+02	2.61912e-24	8.88900e+02	2.61912e-24	8.88900e+02	2.88228e-22
8.89250e+02	2.96335e-22	8.89250e+02	3.89287e-23	8.89250e+02	2.75058e-24	8.89250e+02	2.75058e-24	8.89250e+02	2.96335e-22
8.89600e+02	3.04040e-22	8.89600e+02	3.97418e-23	8.89600e+02	2.88264e-24	8.89600e+02	2.88264e-24	8.89600e+02	3.04040e-22
8.89950e+02	3.11236e-22	8.89950e+02	4.27744e-23	8.89950e+02	3.01410e-24	8.89950e+02	3.01410e-24	8.89950e+02	3.11236e-22
8.90300e+02	3.17019e-22	8.90300e+02	4.66441e-23	8.90300e+02	3.13584e-24	8.90300e+02	3.13584e-24	8.90300e+02	3.17019e-22
8.90650e+02	3.24075e-22	8.90650e+02	4.76391e-23	8.90650e+02	3.27423e-24	8.90650e+02	3.27423e-24	8.90650e+02	3.24075e-22
8.91000e+02	3.30591e-22	8.91000e+02	4.33142e-23	8.91000e+02	3.41148e-24	8.91000e+02	3.41148e-24	8.91000e+02	3.30591e-22
8.91350e+02	3.36471e-22	8.91350e+02	3.59788e-23	8.91350e+02	3.54633e-24	8.91350e+02	3.54633e-24	8.91350e+02	3.36471e-22
8.91700e+02	3.44461e-22	8.91700e+02	3.13173e-23	8.91700e+02	3.70804e-24	8.91700e+02	3.70804e-24	8.91700e+02	3.44461e-22
8.92050e+02	3.54370e-22	8.92050e+02	3.27085e-23	8.92050e+02	3.89608e-24	8.92050e+02	3.89608e-24	8.92050e+02	3.54370e-22
8.92400e+02	3.66266e-22	8.92400e+02	3.75713e-23	8.92400e+02	4.11270e-24	8.92400e+02	4.11270e-24	8.92400e+02	3.66266e-22
8.92750e+02	3.76062e-22	8.92750e+02	4.04504e-23	8.92750e+02	4.31261e-24	8.92750e+02	4.31261e-24	8.92750e+02	3.76062e-22
8.93100e+02	3.83350e-22	8.93100e+02	3.95830e-23	8.93100e+02	4.48974e-24	8.93100e+02	4.48974e-24	8.93100e+02	3.83350e-22
8.93450e+02	3.87395e-22	8.93450e+02	3.90181e-23	8.93450e+02	4.63358e-24	8.93450e+02	4.63358e-24	8.93450e+02	3.87395e-22
8.93800e+02	3.90812e-22	8.93800e+02	4.33858e-23	8.93800e+02	4.77376e-24	8.93800e+02	4.77376e-24	8.93800e+02	3.90812e-22
8.94150e+02	3.94896e-22	8.94150e+02	5.15026e-23	8.94150e+02	4.92604e-24	8.94150e+02	4.92604e-24	8.94150e+02	3.94896e-22
8.94500e+02	4.00113e-22	8.94500e+02	5.68498e-23	8.94500e+02	5.09698e-24	8.94500e+02	5.09698e-24	8.94500e+02	4.00113e-22
8.94850e+02	4.07934e-22	8.94850e+02	5.48169e-23	8.94850e+02	5.30676e-24	8.94850e+02	5.30676e-24	8.94850e+02	4.07934e-22
8.95200e+02	4.15788e-22	8.95200e+02	4.82284e-23	8.95200e+02	5.52348e-24	8.95200e+02	5.52348e-24	8.95200e+02	4.15788e-22
8.95550e+02	4.26043e-22	8.95550e+02	4.44708e-23	8.95550e+02	5.77947e-24	8.95550e+02	5.77947e-24	8.95550e+02	4.26043e-22
8.95900e+02	4.35970e-22	8.95900e+02	4.74805e-23	8.95900e+02	6.03920e-24	8.95900e+02	6.03920e-24	8.95900e+02	4.35970e-22
8.96250e+02	4.44728e-22	8.96250e+02	5.38505e-23	8.96250e+02	6.29067e-24	8.96250e+02	6.29067e-24	8.96250e+02	4.44728e-22
8.96600e+02	4.52597e-22	8.96600e+02	5.72166e-23	8.96600e+02	6.53713e-24	8.96600e+02	6.53713e-24	8.96600e+02	4.52597e-22
8.96950e+02	4.61373e-22	8.96950e+02	5.53402e-23	8.96950e+02	6.80446e-24	8.96950e+02	6.80446e-24	8.96950e+02	4.61373e-22
8.97300e+02	4.70717e-22	8.97300e+02	5.17367e-23	8.97300e+02	7.08859e-24	8.97300e+02	7.08859e-24	8.97300e+02	4.70717e-22
8.97650e+02	4.76734e-22	8.97650e+02	5.08031e-23	8.97650e+02	7.33041e-24	8.97650e+02	7.33041e-24	8.97650e+02	4.76734e-22
8.98000e+02	4.82777e-22	8.98000e+02	5.29246e-23	8.98000e+02	7.57954e-24	8.98000e+02	7.57954e-24	8.98000e+02	4.82777e-22
8.98350e+02	4.86899e-22	8.98350e+02	5.50665e-23	8.98350e+02	7.80501e-24	8.98350e+02	7.80501e-24	8.98350e+02	4.86899e-22
8.98700e+02	4.94818e-22	8.98700e+02	5.50740e-23	8.98700e+02	8.09861e-24	8.98700e+02	8.09861e-24	8.98700e+02	4.94818e-22
8.99050e+02	5.05631e-22	8.99050e+02	5.38947e-23	8.99050e+02	8.44934e-24	8.99050e+02	8.44934e-24	8.99050e+02	5.05631e-22
8.99400e+02	5.17389e-22	8.99400e+02	5.35641e-23	8.99400e+02	8.82719e-24	8.99400e+02	8.82719e-24	8.99400e+02	5.17389e-22
8.99750e+02	5.31259e-22	8.99750e+02	5.44221e-23	8.99750e+02	9.25383e-24	8.99750e+02	9.25383e-24	8.99750e+02	5.31259e-22
9.00100e+02	5.48150e-22	9.00100e+02	5.52874e-23	9.00100e+02	9.74803e-24	9.00100e+02	9.74803e-24	9.00100e+02	5.48150e-22
9.00450e+02	5.63029e-22	9.00450e+02	5.57028e-23	9.00450e+02	1.02222e-23	9.00450e+02	1.02222e-23	9.00450e+02	5.63029e-22
9.00800e+02	5.71261e-22	9.00800e+02	5.66558e-23	9.00800e+02	1.05885e-23	9.00800e+02	1.05885e-23	9.00800e+02	5.71261e-22
9.01150e+02	5.77885e-22	9.01150e+02	5.88132e-23	9.01150e+02	1.09352e-23	9.01150e+02	1.09352e-23	9.01150e+02	5.77885e-22
9.01500e+02	5.82466e-22	9.01500e+02	6.10776e-23	9.01500e+02	1.12520e-23	9.01500e+02	1.12520e-23	9.01500e+02	5.82466e-22
9.01850e+02	5.88932e-22	9.01850e+02	6.17581e-23	9.01850e+02	1.16142e-23	9.01850e+02	1.16142e-23	9.01850e+02	5.88932e-22
9.02200e+02	5.96505e-22	9.02200e+02	6.07715e-23	9.02200e+02	1.20088e-23	9.02200e+02	1.20088e-23	9.02200e+02	5.96505e-22
9.02550e+02	6.05755e-22	9.02550e+02	5.97439e-23	9.02550e+02	1.24491e-23	9.02550e+02	1.24491e-23	9.02550e+02	6.05755e-22
9.02900e+02	6.19555e-22	9.02900e+02	5.98519e-23	9.02900e+02	1.29977e-23	9.02900e+02	1.29977e-23	9.02900e+02	6.19555e-22
9.03250e+02	6.36640e-22	9.03250e+02	6.04370e-23	9.03250e+02	1.36339e-23	9.03250e+02	1.36339e-23	9.03250e+02	6.36640e-22
9.03600e+02	6.50608e-22	9.03600e+02	6.02676e-23	9.03600e+02	1.42226e-23	9.03600e+02	1.42226e-23	9.03600e+02	6.50608e-22
9.03950e+02	6.60891e-22	9.03950e+02	5.94978e-23	9.03950e+02	1.47474e-23	9.03950e+02	1.47474e-23	9.03950e+02	6.60891e-22
9.04300e+02	6.72807e-22	9.04300e+02	5.94118e-23	9.04300e+02	1.53248e-23	9.04300e+02	1.53248e-23	9.04300e+02	6.72807e-22
9.04650e+02	6.86788e-22	9.04650e+02	6.03630e-23	9.04650e+02	1.59676e-23	9.04650e+02	1.59676e-23	9.04650e+02	6.86788e-22
9.05000e+02	7.02369e-22	9.05000e+02	6.11012e-23	9.05000e+02	1.66682e-23	9.05000e+02	1.66682e-23	9.05000e+02	7.02369e-22
9.05350e+02	7.19507e-22	9.05350e+02	6.07372e-23	9.05350e+02	1.74283e-23	9.05350e+02	1.74283e-23	9.05350e+02	7.19507e-22
9.05700e+02	7.37716e-22	9.05700e+02	6.05366e-23	9.05700e+02	1.82390e-23	9.05700e+02	1.82390e-23	9.05700e+02	7.37716e-22
9.06050e+02	7.57715e-22	9.06050e+02	6.25499e-23	9.06050e+02	1.91207e-23	9.06050e+02	1.91207e-23	9.06050e+02	7.57715e-22
9.06400e+02	7.77517e-22	9.06400e+02	6.65082e-23	9.06400e+02	2.00256e-23	9.06400e+02	2.00256e-23	9.06400e+02	7.77517e-22
9.06750e+02	7.95873e-22	9.06750e+02	6.93843e-23	9.06750e+02	2.09214e-23	9.06750e+02	2.09214e-23	9.06750e+02	7.95873e-22
9.07100e+02	8.15190e-22	9.07100e+02	6.88771e-23	9.07100e+02	2.18710e-23	9.07100e+02	2.18710e-23	9.07100e+02	8.15190e-22
9.07450e+02	8.35088e-22	9.07450e+02	6.65633e-23	9.07450e+02	2.28665e-23	9.07450e+02	2.28665e-23	9.07450e+02	8.35088e-22
9.07800e+02	8.56559e-22	9.07800e+02	6.62152e-23	9.07800e+02	2.39373e-23	9.07800e+02	2.39373e-23	9.07800e+02	8.56559e-22
9.08150e+02	8.78109e-22	9.08150e+02	6.89100e-23	9.08150e+02	2.50444e-23	9.08150e+02	2.50444e-23	9.08150e+02	8.78109e-22
9.08500e+02	9.00314e-22	9.08500e+02	7.12615e-23	9.08500e+02	2.62055e-23	9.08500e+02	2.62055e-23	9.08500e+02	9.00314e-22
9.08850e+02	9.22766e-22	9.08850e+02	6.96892e-23	9.08850e+02	2.74107e-23	9.08850e+02	2.74107e-23	9.08850e+02	9.22766e-22
9.09200e+02	9.46837e-22	9.09200e+02	6.57805e-23	9.09200e+02	2.87030e-23	9.09200e+02	2.87030e-23	9.09200e+02	9.46837e-22
9.09550e+02	9.73933e-22	9.09550e+02	6.56420e-23	9.09550e+02	3.01299e-23	9.09550e+02	3.01299e-23	9.09550e+02	9.73933e-22
9.09900e+02	1.00556e-21	9.09900e+02	7.31291e-23	9.09900e+02	3.17459e-23	9.09900e+02	3.17459e-23	9.09900e+02	1.00556e-21
9.10250e+02	1.03917e-21	9.10250e+02	8.47157e-23	9.10250e+02	3.34785e-23	9.10250e+02	3.34785e-23	9.10250e+02	1.03917e-21
9.10600e+02	1.07169e-21	9.10600e+02	9.24560e-23	9.10600e+02	3.52326e-23	9.10600e+02	3.52326e-23	9.10600e+02	1.07169e-21
9.10950e+02	1.10522e-21	9.10950e+02	9.21046e-23	9.10950e+02	3.70780e-23	9.10950e+02	3.70780e-23	9.10950e+02	1.10522e-21
9.11300e+02	1.13791e-21	9.11300e+02	8.72691e-23	9.11300e+02	3.89543e-23	9.11300e+02	3.89543e-23	9.11300e+02	1.13791e-21
9.11650e+02	1.17137e-21	9.11650e+02	8.50590e-23	9.11650e+02	4.09185e-23	9.11650e+02	4.09185e-23	9.11650e+02	1.17137e-21
9.12000e+02	1.20801e-21	9.12000e+02	8.84975e-23	9.12000e+02	4.30591e-23	9.12000e+02	4.30591e-23	9.12000e+02	1.20801e-21
9.12350e+02	1.24720e-21	9.12350e+02	9.42434e-23	9.12350e+02	4.53619e-23	9.12350e+02	4.53619e-23	9.12350e+02	1.24720e-21
9.12700e+02	1.28927e-21	9.12700e+02	9.74479e-23	9.12700e+02	4.78473e-23	9.12700e+02	4.78473e-23	9.12700e+02	1.28927e-21
9.13050e+02	1.33478e-21	9.13050e+02	9.74122e-23	9.13050e+02	5.05440e-23	9.13050e+02	5.05440e-23	9.13050e+02	1.33478e-21
9.13400e+02	1.38182e-21	9.13400e+02	9.77015e-23	9.13400e+02	5.33894e-23	9.13400e+02	5.33894e-23	9.13400e+02	1.38182e-21
9.13750e+02	1.42873e-21	9.13750e+02	1.01546e-22	9.13750e+02	5.63234e-23	9.13750e+02	5.63234e-23	9.13750e+02	1.42873e-21
9.14100e+02	1.47872e-21	9.14100e+02	1.08455e-22	9.14100e+02	5.94778e-23	9.14100e+02	5.94778e-23	9.14100e+02	1.47872e-21
9.14450e+02	1.53171e-21	9.14450e+02	1.15437e-22	9.14450e+02	6.28588e-23	9.14450e+02	6.28588e-23	9.14450e+02	1.53171e-21
9.14800e+02	1.58975e-21	9.14800e+02	1.20393e-22	9.14800e+02	6.65632e-23	9.14800e+02	6.65632e-23	9.14800e+02	1.58975e-21
9.15150e+02	1.65456e-21	9.15150e+02	1.23572e-22	9.15150e+02	7.06800e-23	9.15150e+02	7.06800e-23	9.15150e+02	1.65456e-21
9.15500e+02	1.72591e-21	9.15500e+02	1.26435e-22	9.15500e+02	7.52203e-23	9.15500e+02	7.52203e-23	9.15500e+02	1.72591e-21
9.15850e+02	1.79866e-21	9.15850e+02	1.30321e-22	9.15850e+02	7.99764e-23	9.15850e+02	7.99764e-23	9.15850e+02	1.79866e-21
9.16200e+02	1.87325e-21	9.16200e+02	1.36234e-22	9.16200e+02	8.49762e-23	9.16200e+02	8.49762e-23	9.16200e+02	1.87325e-21
9.16550e+02	1.94842e-21	9.16550e+02	1.44595e-22	9.16550e+02	9.01706e-23	9.16550e+02	9.01706e-23	9.16550e+02	1.94842e-21
9.16900e+02	2.02245e-21	9.16900e+02	1.54225e-22	9.16900e+02	9.54853e-23	9.16900e+02	9.54853e-23	9.16900e+02	2.02245e-21
9.17250e+02	2.09986e-21	9.17250e+02	1.62244e-22	9.17250e+02	1.01139e-22	9.17250e+02	1.01139e-22	9.17250e+02	2.09986e-21
