sigma_a_Yb:CaF2_x	sigma_a_Yb:CaF2_y	sigma_e_Füchtbauer_x	sigma_e_Füchtbauer_y	sigma_e_McCumber_x	sigma_e_McCumber_y	sigma_e_average_x	sigma_e_average_y	sigma_a_average_x	sigma_a_average_y
9.78150e+02	5.84852e-21	9.78150e+02	6.92982e-21	9.78150e+02	7.30686e-21	9.78150e+02	7.30686e-21	9.78150e+02	5.84852e-21
9.78500e+02	5.96785e-21	9.78500e+02	7.18278e-21	9.78500e+02	7.58786e-21	9.78500e+02	7.58786e-21	9.78500e+02	5.96785e-21
9.78850e+02	6.05209e-21	9.78850e+02	7.42613e-21	9.78850e+02	7.83104e-21	9.78850e+02	7.83104e-21	9.78850e+02	6.05209e-21
9.79200e+02	6.09492e-21	9.79200e+02	7.64385e-21	9.79200e+02	8.02580e-21	9.79200e+02	8.02580e-21	9.79200e+02	6.09492e-21
9.79550e+02	6.09447e-21	9.79550e+02	7.81064e-21	9.79550e+02	8.16691e-21	9.79550e+02	8.16691e-21	9.79550e+02	6.09447e-21
9.79900e+02	6.04777e-21	9.79900e+02	7.90640e-21	9.79900e+02	8.24732e-21	9.79900e+02	8.24732e-21	9.79900e+02	6.04777e-21
9.80250e+02	5.95348e-21	9.80250e+02	7.92739e-21	9.80250e+02	8.26188e-21	9.80250e+02	8.26188e-21	9.80250e+02	5.95348e-21
9.80600e+02	5.81404e-21	9.80600e+02	7.88647e-21	9.80600e+02	8.21052e-21	9.80600e+02	8.21052e-21	9.80600e+02	5.81404e-21
9.80950e+02	5.63865e-21	9.80950e+02	7.80363e-21	9.80950e+02	8.10302e-21	9.80950e+02	8.10302e-21	9.80950e+02	5.63865e-21
9.81300e+02	5.43919e-21	9.81300e+02	7.69448e-21	9.81300e+02	7.95391e-21	9.81300e+02	7.95391e-21	9.81300e+02	5.43919e-21
9.81650e+02	5.22712e-21	9.81650e+02	7.56482e-21	9.81650e+02	7.77817e-21	9.81650e+02	7.77817e-21	9.81650e+02	5.22712e-21
9.82000e+02	5.01258e-21	9.82000e+02	7.41497e-21	9.82000e+02	7.58996e-21	9.82000e+02	7.58996e-21	9.82000e+02	5.01258e-21
9.82350e+02	4.80170e-21	9.82350e+02	7.24943e-21	9.82350e+02	7.39829e-21	9.82350e+02	7.39829e-21	9.82350e+02	4.80170e-21
9.82700e+02	4.60753e-21	9.82700e+02	7.08230e-21	9.82700e+02	7.22365e-21	9.82700e+02	7.22365e-21	9.82700e+02	4.60753e-21
9.83050e+02	4.42915e-21	9.83050e+02	6.93198e-21	9.83050e+02	7.06572e-21	9.83050e+02	7.06572e-21	9.83050e+02	4.42915e-21
9.83400e+02	4.26396e-21	9.83400e+02	6.80921e-21	9.83400e+02	6.92136e-21	9.83400e+02	6.92136e-21	9.83400e+02	4.26396e-21
9.83750e+02	4.11271e-21	9.83750e+02	6.71043e-21	9.83750e+02	6.79270e-21	9.83750e+02	6.79270e-21	9.83750e+02	4.11271e-21
9.84100e+02	3.97673e-21	9.84100e+02	6.62384e-21	9.84100e+02	6.68299e-21	9.84100e+02	6.68299e-21	9.84100e+02	3.97673e-21
9.84450e+02	3.85502e-21	9.84450e+02	6.54191e-21	9.84450e+02	6.59170e-21	9.84450e+02	6.59153e-21	9.84450e+02	3.85492e-21
9.84800e+02	3.74454e-21	9.84800e+02	6.46667e-21	9.84800e+02	6.51463e-21	9.84800e+02	6.51399e-21	9.84800e+02	3.74417e-21
9.85150e+02	3.64218e-21	9.85150e+02	6.40235e-21	9.85150e+02	6.44716e-21	9.85150e+02	6.44580e-21	9.85150e+02	3.64142e-21
9.85500e+02	3.54318e-21	9.85500e+02	6.34526e-21	9.85500e+02	6.38131e-21	9.85500e+02	6.37939e-21	9.85500e+02	3.54212e-21
9.85850e+02	3.45249e-21	9.85850e+02	6.28445e-21	9.85850e+02	6.32634e-21	9.85850e+02	6.32290e-21	9.85850e+02	3.45061e-21
9.86200e+02	3.36404e-21	9.86200e+02	6.21362e-21	9.86200e+02	6.27164e-21	9.86200e+02	6.26485e-21	9.86200e+02	3.36040e-21
9.86550e+02	3.27772e-21	9.86550e+02	6.14010e-21	9.86550e+02	6.21705e-21	9.86550e+02	6.20498e-21	9.86550e+02	3.27135e-21
9.86900e+02	3.19399e-21	9.86900e+02	6.07898e-21	9.86900e+02	6.16361e-21	9.86900e+02	6.14656e-21	9.86900e+02	3.18516e-21
9.87250e+02	3.11256e-21	9.87250e+02	6.03784e-21	9.87250e+02	6.11086e-21	9.87250e+02	6.09260e-21	9.87250e+02	3.10326e-21
9.87600e+02	3.03690e-21	9.87600e+02	6.00887e-21	9.87600e+02	6.06587e-21	9.87600e+02	6.04866e-21	9.87600e+02	3.02829e-21
9.87950e+02	2.96176e-21	9.87950e+02	5.97661e-21	9.87950e+02	6.01844e-21	9.87950e+02	6.00353e-21	9.87950e+02	2.95442e-21
9.88300e+02	2.88566e-21	9.88300e+02	5.93205e-21	9.88300e+02	5.96550e-21	9.88300e+02	5.95168e-21	9.88300e+02	2.87897e-21
9.88650e+02	2.81066e-21	9.88650e+02	5.87755e-21	9.88650e+02	5.91115e-21	9.88650e+02	5.89533e-21	9.88650e+02	2.80314e-21
9.89000e+02	2.73963e-21	9.89000e+02	5.81954e-21	9.89000e+02	5.86155e-21	9.89000e+02	5.83932e-21	9.89000e+02	2.72924e-21
9.89350e+02	2.66744e-21	9.89350e+02	5.76030e-21	9.89350e+02	5.80586e-21	9.89350e+02	5.77912e-21	9.89350e+02	2.65516e-21
9.89700e+02	2.59283e-21	9.89700e+02	5.69823e-21	9.89700e+02	5.74106e-21	9.89700e+02	5.71350e-21	9.89700e+02	2.58039e-21
9.90050e+02	2.51438e-21	9.90050e+02	5.63342e-21	9.90050e+02	5.66355e-21	9.90050e+02	5.64252e-21	9.90050e+02	2.50504e-21
9.90400e+02	2.43625e-21	9.90400e+02	5.56859e-21	9.90400e+02	5.58233e-21	9.90400e+02	5.57203e-21	9.90400e+02	2.43175e-21
9.90750e+02	2.36438e-21	9.90750e+02	5.50370e-21	9.90750e+02	5.51115e-21	9.90750e+02	5.50520e-21	9.90750e+02	2.36183e-21
9.91100e+02	2.29274e-21	9.91100e+02	5.43298e-21	9.91100e+02	5.43631e-21	9.91100e+02	5.43350e-21	9.91100e+02	2.29155e-21
9.91450e+02	2.21571e-21	9.91450e+02	5.35073e-21	9.91450e+02	5.34419e-21	9.91450e+02	5.34996e-21	9.91450e+02	2.21810e-21
9.91800e+02	2.13469e-21	9.91800e+02	5.25938e-21	9.91800e+02	5.23743e-21	9.91800e+02	5.25758e-21	9.91800e+02	2.14290e-21
9.92150e+02	2.05591e-21	9.92150e+02	5.16878e-21	9.92150e+02	5.13094e-21	9.92150e+02	5.16677e-21	9.92150e+02	2.07026e-21
9.92500e+02	1.98012e-21	9.92500e+02	5.08600e-21	9.92500e+02	5.02678e-21	9.92500e+02	5.08421e-21	9.92500e+02	2.00275e-21
9.92850e+02	1.90977e-21	9.92850e+02	5.00784e-21	9.92850e+02	4.93148e-21	9.92850e+02	5.00681e-21	9.92850e+02	1.93894e-21
9.93200e+02	1.84291e-21	9.93200e+02	4.92561e-21	9.93200e+02	4.84054e-21	9.93200e+02	4.92532e-21	9.93200e+02	1.87519e-21
9.93550e+02	1.77989e-21	9.93550e+02	4.83663e-21	9.93550e+02	4.75524e-21	9.93550e+02	4.83663e-21	9.93550e+02	1.81036e-21
9.93900e+02	1.72259e-21	9.93900e+02	4.74837e-21	9.93900e+02	4.68105e-21	9.93900e+02	4.74837e-21	9.93900e+02	1.74736e-21
9.94250e+02	1.66846e-21	9.94250e+02	4.67015e-21	9.94250e+02	4.61165e-21	9.94250e+02	4.67015e-21	9.94250e+02	1.68963e-21
9.94600e+02	1.61280e-21	9.94600e+02	4.60288e-21	9.94600e+02	4.53412e-21	9.94600e+02	4.60288e-21	9.94600e+02	1.63726e-21
9.94950e+02	1.55739e-21	9.94950e+02	4.53917e-21	9.94950e+02	4.45326e-21	9.94950e+02	4.53917e-21	9.94950e+02	1.58744e-21
9.95300e+02	1.50681e-21	9.95300e+02	4.47249e-21	9.95300e+02	4.38230e-21	9.95300e+02	4.47249e-21	9.95300e+02	1.53782e-21
9.95650e+02	1.46176e-21	9.95650e+02	4.40355e-21	9.95650e+02	4.32389e-21	9.95650e+02	4.40355e-21	9.95650e+02	1.48868e-21
9.96000e+02	1.42100e-21	9.96000e+02	4.33685e-21	9.96000e+02	4.27509e-21	9.96000e+02	4.33685e-21	9.96000e+02	1.44153e-21
9.96350e+02	1.37786e-21	9.96350e+02	4.27412e-21	9.96350e+02	4.21603e-21	9.96350e+02	4.27412e-21	9.96350e+02	1.39684e-21
9.96700e+02	1.33488e-21	9.96700e+02	4.21413e-21	9.96700e+02	4.15415e-21	9.96700e+02	4.21413e-21	9.96700e+02	1.35415e-21
9.97050e+02	1.29376e-21	9.97050e+02	4.15815e-21	9.97050e+02	4.09478e-21	9.97050e+02	4.15815e-21	9.97050e+02	1.31378e-21
9.97400e+02	1.25778e-21	9.97400e+02	4.11105e-21	9.97400e+02	4.04868e-21	9.97400e+02	4.11105e-21	9.97400e+02	1.27715e-21
9.97750e+02	1.22586e-21	9.97750e+02	4.07448e-21	9.97750e+02	4.01308e-21	9.97750e+02	4.07448e-21	9.97750e+02	1.24462e-21
9.98100e+02	1.19513e-21	9.98100e+02	4.04122e-21	9.98100e+02	3.97899e-21	9.98100e+02	4.04122e-21	9.98100e+02	1.21383e-21
9.98450e+02	1.16607e-21	9.98450e+02	4.00074e-21	9.98450e+02	3.94818e-21	9.98450e+02	4.00074e-21	9.98450e+02	1.18159e-21
9.98800e+02	1.14109e-21	9.98800e+02	3.95184e-21	9.98800e+02	3.92918e-21	9.98800e+02	3.95184e-21	9.98800e+02	1.14767e-21
9.99150e+02	1.11767e-21	9.99150e+02	3.90703e-21	9.99150e+02	3.91385e-21	9.99150e+02	3.90703e-21	9.99150e+02	1.11572e-21
9.99500e+02	1.09205e-21	9.99500e+02	3.88097e-21	9.99500e+02	3.88894e-21	9.99500e+02	3.88097e-21	9.99500e+02	1.08981e-21
9.99850e+02	1.06784e-21	9.99850e+02	3.87439e-21	9.99850e+02	3.86717e-21	9.99850e+02	3.87439e-21	9.99850e+02	1.06984e-21
1.00020e+03	1.04275e-21	1.00020e+03	3.87173e-21	1.00020e+03	3.84024e-21	1.00020e+03	3.87173e-21	1.00020e+03	1.05130e-21
1.00055e+03	1.01998e-21	1.00055e+03	3.85596e-21	1.00055e+03	3.81992e-21	1.00055e+03	3.85596e-21	1.00055e+03	1.02960e-21
1.00090e+03	9.96752e-22	1.00090e+03	3.82470e-21	1.00090e+03	3.79603e-21	1.00090e+03	3.82470e-21	1.00090e+03	1.00428e-21
1.00125e+03	9.70615e-22	1.00125e+03	3.79051e-21	1.00125e+03	3.75893e-21	1.00125e+03	3.79051e-21	1.00125e+03	9.78769e-22
1.00160e+03	9.46889e-22	1.00160e+03	3.76671e-21	1.00160e+03	3.72895e-21	1.00160e+03	3.76671e-21	1.00160e+03	9.56479e-22
1.00195e+03	9.28096e-22	1.00195e+03	3.75530e-21	1.00195e+03	3.71660e-21	1.00195e+03	3.75530e-21	1.00195e+03	9.37761e-22
1.00230e+03	9.13211e-22	1.00230e+03	3.74888e-21	1.00230e+03	3.71864e-21	1.00230e+03	3.74888e-21	1.00230e+03	9.20639e-22
1.00265e+03	8.97593e-22	1.00265e+03	3.74150e-21	1.00265e+03	3.71661e-21	1.00265e+03	3.74150e-21	1.00265e+03	9.03605e-22
1.00300e+03	8.82297e-22	1.00300e+03	3.73442e-21	1.00300e+03	3.71477e-21	1.00300e+03	3.73442e-21	1.00300e+03	8.86964e-22
1.00335e+03	8.68522e-22	1.00335e+03	3.73177e-21	1.00335e+03	3.71829e-21	1.00335e+03	3.73177e-21	1.00335e+03	8.71671e-22
1.00370e+03	8.55067e-22	1.00370e+03	3.73382e-21	1.00370e+03	3.72222e-21	1.00370e+03	3.73382e-21	1.00370e+03	8.57733e-22
1.00405e+03	8.41037e-22	1.00405e+03	3.73679e-21	1.00405e+03	3.72264e-21	1.00405e+03	3.73679e-21	1.00405e+03	8.44232e-22
1.00440e+03	8.27418e-22	1.00440e+03	3.73807e-21	1.00440e+03	3.72384e-21	1.00440e+03	3.73807e-21	1.00440e+03	8.30579e-22
1.00475e+03	8.15580e-22	1.00475e+03	3.73927e-21	1.00475e+03	3.73214e-21	1.00475e+03	3.73927e-21	1.00475e+03	8.17139e-22
1.00510e+03	8.05314e-22	1.00510e+03	3.74329e-21	1.00510e+03	3.74693e-21	1.00510e+03	3.74329e-21	1.00510e+03	8.04532e-22
1.00545e+03	7.95761e-22	1.00545e+03	3.75031e-21	1.00545e+03	3.76450e-21	1.00545e+03	3.75031e-21	1.00545e+03	7.92761e-22
1.00580e+03	7.83424e-22	1.00580e+03	3.75806e-21	1.00580e+03	3.76818e-21	1.00580e+03	3.75806e-21	1.00580e+03	7.81321e-22
1.00615e+03	7.70612e-22	1.00615e+03	3.76542e-21	1.00615e+03	3.76856e-21	1.00615e+03	3.76542e-21	1.00615e+03	7.69971e-22
1.00650e+03	7.60565e-22	1.00650e+03	3.77390e-21	1.00650e+03	3.78159e-21	1.00650e+03	3.77390e-21	1.00650e+03	7.59018e-22
1.00685e+03	7.50483e-22	1.00685e+03	3.78520e-21	1.00685e+03	3.79379e-21	1.00685e+03	3.78520e-21	1.00685e+03	7.48782e-22
1.00720e+03	7.41642e-22	1.00720e+03	3.79856e-21	1.00720e+03	3.81168e-21	1.00720e+03	3.79856e-21	1.00720e+03	7.39088e-22
1.00755e+03	7.33875e-22	1.00755e+03	3.81187e-21	1.00755e+03	3.83468e-21	1.00755e+03	3.81187e-21	1.00755e+03	7.29510e-22
1.00790e+03	7.26499e-22	1.00790e+03	3.82465e-21	1.00790e+03	3.85942e-21	1.00790e+03	3.82465e-21	1.00790e+03	7.19955e-22
1.00825e+03	7.18965e-22	1.00825e+03	3.83874e-21	1.00825e+03	3.88301e-21	1.00825e+03	3.83874e-21	1.00825e+03	7.10767e-22
1.00860e+03	7.11216e-22	1.00860e+03	3.85579e-21	1.00860e+03	3.90510e-21	1.00860e+03	3.85579e-21	1.00860e+03	7.02235e-22
1.00895e+03	7.02959e-22	1.00895e+03	3.87524e-21	1.00895e+03	3.92397e-21	1.00895e+03	3.87524e-21	1.00895e+03	6.94230e-22
1.00930e+03	6.93511e-22	1.00930e+03	3.89546e-21	1.00930e+03	3.93557e-21	1.00930e+03	3.89546e-21	1.00930e+03	6.86443e-22
1.00965e+03	6.82250e-22	1.00965e+03	3.91629e-21	1.00965e+03	3.93598e-21	1.00965e+03	3.91629e-21	1.00965e+03	6.78836e-22
1.01000e+03	6.72076e-22	1.01000e+03	3.93907e-21	1.01000e+03	3.94164e-21	1.01000e+03	3.93907e-21	1.01000e+03	6.71637e-22
1.01035e+03	6.63267e-22	1.01035e+03	3.96424e-21	1.01035e+03	3.95451e-21	1.01035e+03	3.96424e-21	1.01035e+03	6.64900e-22
1.01070e+03	6.55670e-22	1.01070e+03	3.98986e-21	1.01070e+03	3.97401e-21	1.01070e+03	3.98986e-21	1.01070e+03	6.58285e-22
1.01105e+03	6.49563e-22	1.01105e+03	4.01325e-21	1.01105e+03	4.00221e-21	1.01105e+03	4.01325e-21	1.01105e+03	6.51355e-22
1.01140e+03	6.42689e-22	1.01140e+03	4.03359e-21	1.01140e+03	4.02540e-21	1.01140e+03	4.03359e-21	1.01140e+03	6.43996e-22
1.01175e+03	6.36590e-22	1.01175e+03	4.05186e-21	1.01175e+03	4.05316e-21	1.01175e+03	4.05186e-21	1.01175e+03	6.36387e-22
1.01210e+03	6.29943e-22	1.01210e+03	4.06849e-21	1.01210e+03	4.07713e-21	1.01210e+03	4.06849e-21	1.01210e+03	6.28608e-22
1.01245e+03	6.19385e-22	1.01245e+03	4.08216e-21	1.01245e+03	4.07502e-21	1.01245e+03	4.08216e-21	1.01245e+03	6.20470e-22
1.01280e+03	6.07195e-22	1.01280e+03	4.09149e-21	1.01280e+03	4.06076e-21	1.01280e+03	4.09149e-21	1.01280e+03	6.11790e-22
1.01315e+03	5.99210e-22	1.01315e+03	4.09728e-21	1.01315e+03	4.07346e-21	1.01315e+03	4.09728e-21	1.01315e+03	6.02714e-22
1.01350e+03	5.92656e-22	1.01350e+03	4.10202e-21	1.01350e+03	4.09532e-21	1.01350e+03	4.10202e-21	1.01350e+03	5.93626e-22
1.01385e+03	5.83763e-22	1.01385e+03	4.10722e-21	1.01385e+03	4.10031e-21	1.01385e+03	4.10722e-21	1.01385e+03	5.84746e-22
1.01420e+03	5.72513e-22	1.01420e+03	4.11217e-21	1.01420e+03	4.08749e-21	1.01420e+03	4.11217e-21	1.01420e+03	5.75971e-22
1.01455e+03	5.62206e-22	1.01455e+03	4.11553e-21	1.01455e+03	4.07992e-21	1.01455e+03	4.11553e-21	1.01455e+03	5.67113e-22
1.01490e+03	5.54547e-22	1.01490e+03	4.11730e-21	1.01490e+03	4.09049e-21	1.01490e+03	4.11730e-21	1.01490e+03	5.58181e-22
1.01525e+03	5.47580e-22	1.01525e+03	4.11829e-21	1.01525e+03	4.10545e-21	1.01525e+03	4.11829e-21	1.01525e+03	5.49293e-22
1.01560e+03	5.38566e-22	1.01560e+03	4.11796e-21	1.01560e+03	4.10415e-21	1.01560e+03	4.11796e-21	1.01560e+03	5.40378e-22
1.01595e+03	5.29916e-22	1.01595e+03	4.11384e-21	1.01595e+03	4.10447e-21	1.01595e+03	4.11384e-21	1.01595e+03	5.31125e-22
1.01630e+03	5.23102e-22	1.01630e+03	4.10380e-21	1.01630e+03	4.11811e-21	1.01630e+03	4.10380e-21	1.01630e+03	5.21284e-22
1.01665e+03	5.15592e-22	1.01665e+03	4.08823e-21	1.01665e+03	4.12548e-21	1.01665e+03	4.08823e-21	1.01665e+03	5.10937e-22
1.01700e+03	5.05655e-22	1.01700e+03	4.06935e-21	1.01700e+03	4.11220e-21	1.01700e+03	4.06935e-21	1.01700e+03	5.00387e-22
1.01735e+03	4.95807e-22	1.01735e+03	4.04874e-21	1.01735e+03	4.09807e-21	1.01735e+03	4.04874e-21	1.01735e+03	4.89840e-22
1.01770e+03	4.87902e-22	1.01770e+03	4.02644e-21	1.01770e+03	4.09865e-21	1.01770e+03	4.02644e-21	1.01770e+03	4.79306e-22
1.01805e+03	4.80248e-22	1.01805e+03	4.00277e-21	1.01805e+03	4.10026e-21	1.01805e+03	4.00277e-21	1.01805e+03	4.68829e-22
1.01840e+03	4.69890e-22	1.01840e+03	3.97986e-21	1.01840e+03	4.07731e-21	1.01840e+03	3.97986e-21	1.01840e+03	4.58659e-22
1.01875e+03	4.57066e-22	1.01875e+03	3.96041e-21	1.01875e+03	4.03073e-21	1.01875e+03	3.96041e-21	1.01875e+03	4.49092e-22
1.01910e+03	4.46160e-22	1.01910e+03	3.94498e-21	1.01910e+03	3.99869e-21	1.01910e+03	3.94498e-21	1.01910e+03	4.40167e-22
1.01945e+03	4.36396e-22	1.01945e+03	3.93147e-21	1.01945e+03	3.97490e-21	1.01945e+03	3.93147e-21	1.01945e+03	4.31628e-22
1.01980e+03	4.26511e-22	1.01980e+03	3.91765e-21	1.01980e+03	3.94810e-21	1.01980e+03	3.91765e-21	1.01980e+03	4.23222e-22
1.02015e+03	4.18546e-22	1.02015e+03	3.90353e-21	1.02015e+03	3.93740e-21	1.02015e+03	3.90353e-21	1.02015e+03	4.14946e-22
1.02050e+03	4.12479e-22	1.02050e+03	3.89051e-21	1.02050e+03	3.94340e-21	1.02050e+03	3.89051e-21	1.02050e+03	4.06946e-22
1.02085e+03	4.06118e-22	1.02085e+03	3.87880e-21	1.02085e+03	3.94567e-21	1.02085e+03	3.87880e-21	1.02085e+03	3.99235e-22
1.02120e+03	3.98508e-22	1.02120e+03	3.86676e-21	1.02120e+03	3.93459e-21	1.02120e+03	3.86676e-21	1.02120e+03	3.91638e-22
1.02155e+03	3.87852e-22	1.02155e+03	3.85315e-21	1.02155e+03	3.89150e-21	1.02155e+03	3.85315e-21	1.02155e+03	3.84030e-22
1.02190e+03	3.80284e-22	1.02190e+03	3.83915e-21	1.02190e+03	3.87742e-21	1.02190e+03	3.83915e-21	1.02190e+03	3.76530e-22
1.02225e+03	3.78958e-22	1.02225e+03	3.82721e-21	1.02225e+03	3.92650e-21	1.02225e+03	3.82721e-21	1.02225e+03	3.69376e-22
1.02260e+03	3.77212e-22	1.02260e+03	3.81829e-21	1.02260e+03	3.97168e-21	1.02260e+03	3.81829e-21	1.02260e+03	3.62643e-22
1.02295e+03	3.72752e-22	1.02295e+03	3.81107e-21	1.02295e+03	3.98822e-21	1.02295e+03	3.81107e-21	1.02295e+03	3.56195e-22
1.02330e+03	3.68312e-22	1.02330e+03	3.80440e-21	1.02330e+03	4.00442e-21	1.02330e+03	3.80440e-21	1.02330e+03	3.49915e-22
1.02365e+03	3.61918e-22	1.02365e+03	3.79937e-21	1.02365e+03	3.99847e-21	1.02365e+03	3.79937e-21	1.02365e+03	3.43896e-22
1.02400e+03	3.55076e-22	1.02400e+03	3.79823e-21	1.02400e+03	3.98622e-21	1.02400e+03	3.79823e-21	1.02400e+03	3.38331e-22
1.02435e+03	3.49420e-22	1.02435e+03	3.80136e-21	1.02435e+03	3.98600e-21	1.02435e+03	3.80136e-21	1.02435e+03	3.33234e-22
1.02470e+03	3.41871e-22	1.02470e+03	3.80640e-21	1.02470e+03	3.96276e-21	1.02470e+03	3.80640e-21	1.02470e+03	3.28381e-22
1.02505e+03	3.36565e-22	1.02505e+03	3.81070e-21	1.02505e+03	3.96411e-21	1.02505e+03	3.81070e-21	1.02505e+03	3.23540e-22
1.02540e+03	3.34810e-22	1.02540e+03	3.81399e-21	1.02540e+03	4.00693e-21	1.02540e+03	3.81399e-21	1.02540e+03	3.18688e-22
1.02575e+03	3.36682e-22	1.02575e+03	3.81801e-21	1.02575e+03	4.09417e-21	1.02575e+03	3.81801e-21	1.02575e+03	3.13972e-22
1.02610e+03	3.39030e-22	1.02610e+03	3.82396e-21	1.02610e+03	4.18901e-21	1.02610e+03	3.82396e-21	1.02610e+03	3.09486e-22
1.02645e+03	3.38489e-22	1.02645e+03	3.83133e-21	1.02645e+03	4.24952e-21	1.02645e+03	3.83133e-21	1.02645e+03	3.05179e-22
1.02680e+03	3.35766e-22	1.02680e+03	3.83949e-21	1.02680e+03	4.28301e-21	1.02680e+03	3.83949e-21	1.02680e+03	3.00996e-22
1.02715e+03	3.33798e-22	1.02715e+03	3.84936e-21	1.02715e+03	4.32623e-21	1.02715e+03	3.84936e-21	1.02715e+03	2.97004e-22
1.02750e+03	3.28377e-22	1.02750e+03	3.86246e-21	1.02750e+03	4.32421e-21	1.02750e+03	3.86246e-21	1.02750e+03	2.93312e-22
1.02785e+03	3.20798e-22	1.02785e+03	3.87842e-21	1.02785e+03	4.29210e-21	1.02785e+03	3.87842e-21	1.02785e+03	2.89880e-22
1.02820e+03	3.14636e-22	1.02820e+03	3.89451e-21	1.02820e+03	4.27705e-21	1.02820e+03	3.89451e-21	1.02820e+03	2.86495e-22
1.02855e+03	3.12235e-22	1.02855e+03	3.90797e-21	1.02855e+03	4.31233e-21	1.02855e+03	3.90797e-21	1.02855e+03	2.82957e-22
1.02890e+03	3.15212e-22	1.02890e+03	3.91839e-21	1.02890e+03	4.42305e-21	1.02890e+03	3.91839e-21	1.02890e+03	2.79246e-22
1.02925e+03	3.16126e-22	1.02925e+03	3.92720e-21	1.02925e+03	4.50676e-21	1.02925e+03	3.92720e-21	1.02925e+03	2.75473e-22
1.02960e+03	3.10945e-22	1.02960e+03	3.93514e-21	1.02960e+03	4.50368e-21	1.02960e+03	3.93514e-21	1.02960e+03	2.71691e-22
1.02995e+03	3.03341e-22	1.02995e+03	3.94121e-21	1.02995e+03	4.46366e-21	1.02995e+03	3.94121e-21	1.02995e+03	2.67837e-22
1.03030e+03	2.94606e-22	1.03030e+03	3.94433e-21	1.03030e+03	4.40425e-21	1.03030e+03	3.94433e-21	1.03030e+03	2.63841e-22
1.03065e+03	2.80299e-22	1.03065e+03	3.94496e-21	1.03065e+03	4.25714e-21	1.03065e+03	3.94496e-21	1.03065e+03	2.59744e-22
1.03100e+03	2.68800e-22	1.03100e+03	3.94436e-21	1.03100e+03	4.14751e-21	1.03100e+03	3.94436e-21	1.03100e+03	2.55634e-22
1.03135e+03	2.61476e-22	1.03135e+03	3.94238e-21	1.03135e+03	4.09870e-21	1.03135e+03	3.94238e-21	1.03135e+03	2.51503e-22
1.03170e+03	2.56820e-22	1.03170e+03	3.93709e-21	1.03170e+03	4.08973e-21	1.03170e+03	3.93709e-21	1.03170e+03	2.47234e-22
1.03205e+03	2.53776e-22	1.03205e+03	3.92700e-21	1.03205e+03	4.10549e-21	1.03205e+03	3.92700e-21	1.03205e+03	2.42743e-22
1.03240e+03	2.50603e-22	1.03240e+03	3.91308e-21	1.03240e+03	4.11853e-21	1.03240e+03	3.91308e-21	1.03240e+03	2.38102e-22
1.03275e+03	2.46880e-22	1.03275e+03	3.89789e-21	1.03275e+03	4.12174e-21	1.03275e+03	3.89789e-21	1.03275e+03	2.33472e-22
1.03310e+03	2.42309e-22	1.03310e+03	3.88295e-21	1.03310e+03	4.10958e-21	1.03310e+03	3.88295e-21	1.03310e+03	2.28946e-22
1.03345e+03	2.38419e-22	1.03345e+03	3.86766e-21	1.03345e+03	4.10769e-21	1.03345e+03	3.86766e-21	1.03345e+03	2.24487e-22
1.03380e+03	2.36836e-22	1.03380e+03	3.85073e-21	1.03380e+03	4.14504e-21	1.03380e+03	3.85073e-21	1.03380e+03	2.20020e-22
1.03415e+03	2.37752e-22	1.03415e+03	3.83194e-21	1.03415e+03	4.22693e-21	1.03415e+03	3.83194e-21	1.03415e+03	2.15535e-22
1.03450e+03	2.34381e-22	1.03450e+03	3.81162e-21	1.03450e+03	4.23291e-21	1.03450e+03	3.81162e-21	1.03450e+03	2.11054e-22
1.03485e+03	2.28329e-22	1.03485e+03	3.78905e-21	1.03485e+03	4.18878e-21	1.03485e+03	3.78905e-21	1.03485e+03	2.06540e-22
1.03520e+03	2.21958e-22	1.03520e+03	3.76247e-21	1.03520e+03	4.13621e-21	1.03520e+03	3.76247e-21	1.03520e+03	2.01902e-22
1.03555e+03	2.14936e-22	1.03555e+03	3.73104e-21	1.03555e+03	4.06857e-21	1.03555e+03	3.73104e-21	1.03555e+03	1.97105e-22
1.03590e+03	2.10458e-22	1.03590e+03	3.69620e-21	1.03590e+03	4.04665e-21	1.03590e+03	3.69620e-21	1.03590e+03	1.92232e-22
1.03625e+03	2.07456e-22	1.03625e+03	3.66035e-21	1.03625e+03	4.05181e-21	1.03625e+03	3.66035e-21	1.03625e+03	1.87414e-22
1.03660e+03	2.05125e-22	1.03660e+03	3.62450e-21	1.03660e+03	4.06937e-21	1.03660e+03	3.62450e-21	1.03660e+03	1.82700e-22
1.03695e+03	2.06188e-22	1.03695e+03	3.58782e-21	1.03695e+03	4.15486e-21	1.03695e+03	3.58782e-21	1.03695e+03	1.78049e-22
1.03730e+03	2.09616e-22	1.03730e+03	3.54970e-21	1.03730e+03	4.29037e-21	1.03730e+03	3.54970e-21	1.03730e+03	1.73429e-22
1.03765e+03	2.07129e-22	1.03765e+03	3.51124e-21	1.03765e+03	4.30611e-21	1.03765e+03	3.51124e-21	1.03765e+03	1.68895e-22
1.03800e+03	2.03137e-22	1.03800e+03	3.47421e-21	1.03800e+03	4.28946e-21	1.03800e+03	3.47421e-21	1.03800e+03	1.64529e-22
1.03835e+03	1.97916e-22	1.03835e+03	3.43881e-21	1.03835e+03	4.24481e-21	1.03835e+03	3.43881e-21	1.03835e+03	1.60336e-22
