X0_0	Y0_0	X0_1	Y0_1	X0_2	Y0_2	X0_3	Y0_3	X0_4	Y0_4	X0_5	Y0_5
		8.58100e+02	1.98928e-23	8.58100e+02	1.02550e-26	8.58100e+02	2.60596e-26	8.58100e+02	2.60596e-26	8.58100e+02	1.98928e-23
		8.58450e+02	1.99881e-23	8.58450e+02	2.90170e-27	8.58450e+02	2.67881e-26	8.58450e+02	2.67881e-26	8.58450e+02	1.99881e-23
		8.58800e+02	1.98361e-23	8.58800e+02	6.76104e-26	8.58800e+02	2.71967e-26	8.58800e+02	2.71967e-26	8.58800e+02	1.98361e-23
		8.59150e+02	1.94211e-23	8.59150e+02	1.16738e-25	8.59150e+02	2.72405e-26	8.59150e+02	2.72405e-26	8.59150e+02	1.94211e-23
		8.59500e+02	1.95720e-23	8.59500e+02	8.27425e-26	8.59500e+02	2.80834e-26	8.59500e+02	2.80834e-26	8.59500e+02	1.95720e-23
		8.59850e+02	1.87906e-23	8.59850e+02	1.07105e-26	8.59850e+02	2.75816e-26	8.59850e+02	2.75816e-26	8.59850e+02	1.87906e-23
		8.60200e+02	1.70807e-23	8.60200e+02	-2.55872e-27	8.60200e+02	2.56472e-26	8.60200e+02	2.56472e-26	8.60200e+02	1.70807e-23
		8.60550e+02	1.50894e-23	8.60550e+02	5.99886e-26	8.60550e+02	2.31771e-26	8.60550e+02	2.31771e-26	8.60550e+02	1.50894e-23
		8.60900e+02	1.24745e-23	8.60900e+02	1.12951e-25	8.60900e+02	1.95997e-26	8.60900e+02	1.95997e-26	8.60900e+02	1.24745e-23
		8.61250e+02	1.15036e-23	8.61250e+02	8.50169e-26	8.61250e+02	1.84882e-26	8.61250e+02	1.84882e-26	8.61250e+02	1.15036e-23
		8.61600e+02	1.20584e-23	8.61600e+02	1.56845e-26	8.61600e+02	1.98232e-26	8.61600e+02	1.98232e-26	8.61600e+02	1.20584e-23
		8.61950e+02	1.23274e-23	8.61950e+02	1.39795e-27	8.61950e+02	2.07288e-26	8.61950e+02	2.07288e-26	8.61950e+02	1.23274e-23
		8.62300e+02	1.30510e-23	8.62300e+02	6.52605e-26	8.62300e+02	2.24469e-26	8.62300e+02	2.24469e-26	8.62300e+02	1.30510e-23
		8.62650e+02	1.42632e-23	8.62650e+02	1.27105e-25	8.62650e+02	2.50917e-26	8.62650e+02	2.50917e-26	8.62650e+02	1.42632e-23
		8.63000e+02	1.48780e-23	8.63000e+02	1.12760e-25	8.63000e+02	2.67701e-26	8.63000e+02	2.67701e-26	8.63000e+02	1.48780e-23
		8.63350e+02	1.62032e-23	8.63350e+02	5.26788e-26	8.63350e+02	2.98190e-26	8.63350e+02	2.98190e-26	8.63350e+02	1.62032e-23
		8.63700e+02	1.68601e-23	8.63700e+02	3.69449e-26	8.63700e+02	3.17343e-26	8.63700e+02	3.17343e-26	8.63700e+02	1.68601e-23
		8.64050e+02	1.72034e-23	8.64050e+02	9.07124e-26	8.64050e+02	3.31172e-26	8.64050e+02	3.31172e-26	8.64050e+02	1.72034e-23
		8.64400e+02	1.73390e-23	8.64400e+02	1.40707e-25	8.64400e+02	3.41369e-26	8.64400e+02	3.41369e-26	8.64400e+02	1.73390e-23
		8.64750e+02	1.80088e-23	8.64750e+02	1.17031e-25	8.64750e+02	3.62610e-26	8.64750e+02	3.62610e-26	8.64750e+02	1.80088e-23
		8.65100e+02	1.72368e-23	8.65100e+02	4.96290e-26	8.65100e+02	3.54942e-26	8.65100e+02	3.54942e-26	8.65100e+02	1.72368e-23
		8.65450e+02	1.69200e-23	8.65450e+02	2.80728e-26	8.65450e+02	3.56319e-26	8.65450e+02	3.56319e-26	8.65450e+02	1.69200e-23
		8.65800e+02	1.61296e-23	8.65800e+02	8.05893e-26	8.65800e+02	3.47371e-26	8.65800e+02	3.47371e-26	8.65800e+02	1.61296e-23
		8.66150e+02	1.46575e-23	8.66150e+02	1.37500e-25	8.66150e+02	3.22814e-26	8.66150e+02	3.22814e-26	8.66150e+02	1.46575e-23
		8.66500e+02	1.37101e-23	8.66500e+02	1.27148e-25	8.66500e+02	3.08778e-26	8.66500e+02	3.08778e-26	8.66500e+02	1.37101e-23
		8.66850e+02	1.26120e-23	8.66850e+02	7.20379e-26	8.66850e+02	2.90465e-26	8.66850e+02	2.90465e-26	8.66850e+02	1.26120e-23
		8.67200e+02	1.11668e-23	8.67200e+02	5.50525e-26	8.67200e+02	2.62991e-26	8.67200e+02	2.62991e-26	8.67200e+02	1.11668e-23
		8.67550e+02	1.05389e-23	8.67550e+02	1.04223e-25	8.67550e+02	2.53804e-26	8.67550e+02	2.53804e-26	8.67550e+02	1.05389e-23
		8.67900e+02	1.05501e-23	8.67900e+02	1.54626e-25	8.67900e+02	2.59802e-26	8.67900e+02	2.59802e-26	8.67900e+02	1.05501e-23
		8.68250e+02	1.10201e-23	8.68250e+02	1.38552e-25	8.68250e+02	2.77490e-26	8.68250e+02	2.77490e-26	8.68250e+02	1.10201e-23
		8.68600e+02	1.24235e-23	8.68600e+02	7.93153e-26	8.68600e+02	3.19869e-26	8.68600e+02	3.19869e-26	8.68600e+02	1.24235e-23
		8.68950e+02	1.41351e-23	8.68950e+02	6.01158e-26	8.68950e+02	3.72123e-26	8.68950e+02	3.72123e-26	8.68950e+02	1.41351e-23
		8.69300e+02	1.45176e-23	8.69300e+02	1.10797e-25	8.69300e+02	3.90781e-26	8.69300e+02	3.90781e-26	8.69300e+02	1.45176e-23
		8.69650e+02	1.38761e-23	8.69650e+02	1.67254e-25	8.69650e+02	3.81901e-26	8.69650e+02	3.81901e-26	8.69650e+02	1.38761e-23
		8.70000e+02	1.31758e-23	8.70000e+02	1.58848e-25	8.70000e+02	3.70764e-26	8.70000e+02	3.70764e-26	8.70000e+02	1.31758e-23
		8.70350e+02	1.25696e-23	8.70350e+02	1.04596e-25	8.70350e+02	3.61636e-26	8.70350e+02	3.61636e-26	8.70350e+02	1.25696e-23
		8.70700e+02	1.32112e-23	8.70700e+02	8.74567e-26	8.70700e+02	3.88607e-26	8.70700e+02	3.88607e-26	8.70700e+02	1.32112e-23
		8.71050e+02	1.39275e-23	8.71050e+02	1.41796e-25	8.71050e+02	4.18849e-26	8.71050e+02	4.18849e-26	8.71050e+02	1.39275e-23
		8.71400e+02	1.53158e-23	8.71400e+02	2.06512e-25	8.71400e+02	4.70898e-26	8.71400e+02	4.70898e-26	8.71400e+02	1.53158e-23
		8.71750e+02	1.69637e-23	8.71750e+02	2.06616e-25	8.71750e+02	5.33220e-26	8.71750e+02	5.33220e-26	8.71750e+02	1.69637e-23
		8.72100e+02	1.87616e-23	8.72100e+02	1.52845e-25	8.72100e+02	6.02902e-26	8.72100e+02	6.02902e-26	8.72100e+02	1.87616e-23
		8.72450e+02	2.03954e-23	8.72450e+02	1.25754e-25	8.72450e+02	6.70025e-26	8.72450e+02	6.70025e-26	8.72450e+02	2.03954e-23
		8.72800e+02	2.24469e-23	8.72800e+02	1.67589e-25	8.72800e+02	7.53858e-26	8.72800e+02	7.53858e-26	8.72800e+02	2.24469e-23
		8.73150e+02	2.42375e-23	8.73150e+02	2.28321e-25	8.73150e+02	8.32125e-26	8.73150e+02	8.32125e-26	8.73150e+02	2.42375e-23
		8.73500e+02	2.70923e-23	8.73500e+02	2.36699e-25	8.73500e+02	9.50836e-26	8.73500e+02	9.50836e-26	8.73500e+02	2.70923e-23
		8.73850e+02	3.05496e-23	8.73850e+02	1.97386e-25	8.73850e+02	1.09602e-25	8.73850e+02	1.09602e-25	8.73850e+02	3.05496e-23
		8.74200e+02	3.43230e-23	8.74200e+02	1.82409e-25	8.74200e+02	1.25875e-25	8.74200e+02	1.25875e-25	8.74200e+02	3.43230e-23
		8.74550e+02	3.83893e-23	8.74550e+02	2.30394e-25	8.74550e+02	1.43914e-25	8.74550e+02	1.43914e-25	8.74550e+02	3.83893e-23
		8.74900e+02	4.28223e-23	8.74900e+02	2.92414e-25	8.74900e+02	1.64093e-25	8.74900e+02	1.64093e-25	8.74900e+02	4.28223e-23
		8.75250e+02	4.64720e-23	8.75250e+02	2.98624e-25	8.75250e+02	1.82026e-25	8.75250e+02	1.82026e-25	8.75250e+02	4.64720e-23
		8.75600e+02	5.03828e-23	8.75600e+02	2.54716e-25	8.75600e+02	2.01715e-25	8.75600e+02	2.01715e-25	8.75600e+02	5.03828e-23
		8.75950e+02	5.40769e-23	8.75950e+02	2.35858e-25	8.75950e+02	2.21296e-25	8.75950e+02	2.21296e-25	8.75950e+02	5.40769e-23
		8.76300e+02	5.72584e-23	8.76300e+02	2.85425e-25	8.76300e+02	2.39496e-25	8.76300e+02	2.39496e-25	8.76300e+02	5.72584e-23
		8.76650e+02	5.82539e-23	8.76650e+02	3.55309e-25	8.76650e+02	2.49044e-25	8.76650e+02	2.49044e-25	8.76650e+02	5.82539e-23
		8.77000e+02	5.77054e-23	8.77000e+02	3.69734e-25	8.77000e+02	2.52145e-25	8.77000e+02	2.52145e-25	8.77000e+02	5.77054e-23
		8.77350e+02	5.66742e-23	8.77350e+02	3.27374e-25	8.77350e+02	2.53102e-25	8.77350e+02	2.53102e-25	8.77350e+02	5.66742e-23
		8.77700e+02	5.66645e-23	8.77700e+02	3.04211e-25	8.77700e+02	2.58636e-25	8.77700e+02	2.58636e-25	8.77700e+02	5.66645e-23
		8.78050e+02	5.69167e-23	8.78050e+02	3.52468e-25	8.78050e+02	2.65508e-25	8.78050e+02	2.65508e-25	8.78050e+02	5.69167e-23
		8.78400e+02	5.70418e-23	8.78400e+02	4.30778e-25	8.78400e+02	2.71947e-25	8.78400e+02	2.71947e-25	8.78400e+02	5.70418e-23
		8.78750e+02	5.70081e-23	8.78750e+02	4.59013e-25	8.78750e+02	2.77762e-25	8.78750e+02	2.77762e-25	8.78750e+02	5.70081e-23
		8.79100e+02	5.70712e-23	8.79100e+02	4.24797e-25	8.79100e+02	2.84179e-25	8.79100e+02	2.84179e-25	8.79100e+02	5.70712e-23
		8.79450e+02	5.77108e-23	8.79450e+02	3.99612e-25	8.79450e+02	2.93672e-25	8.79450e+02	2.93672e-25	8.79450e+02	5.77108e-23
		8.79800e+02	5.85676e-23	8.79800e+02	4.43447e-25	8.79800e+02	3.04568e-25	8.79800e+02	3.04568e-25	8.79800e+02	5.85676e-23
		8.80150e+02	5.91166e-23	8.80150e+02	5.25756e-25	8.80150e+02	3.14161e-25	8.80150e+02	3.14161e-25	8.80150e+02	5.91166e-23
		8.80500e+02	5.98591e-23	8.80500e+02	5.67929e-25	8.80500e+02	3.25073e-25	8.80500e+02	3.25073e-25	8.80500e+02	5.98591e-23
		8.80850e+02	6.12498e-23	8.80850e+02	5.49549e-25	8.80850e+02	3.39904e-25	8.80850e+02	3.39904e-25	8.80850e+02	6.12498e-23
		8.81200e+02	6.24117e-23	8.81200e+02	5.35736e-25	8.81200e+02	3.53924e-25	8.81200e+02	3.53924e-25	8.81200e+02	6.24117e-23
		8.81550e+02	6.33126e-23	8.81550e+02	5.89273e-25	8.81550e+02	3.66876e-25	8.81550e+02	3.66876e-25	8.81550e+02	6.33126e-23
		8.81900e+02	6.51622e-23	8.81900e+02	6.85449e-25	8.81900e+02	3.85837e-25	8.81900e+02	3.85837e-25	8.81900e+02	6.51622e-23
		8.82250e+02	6.73529e-23	8.82250e+02	7.43939e-25	8.82250e+02	4.07507e-25	8.82250e+02	4.07507e-25	8.82250e+02	6.73529e-23
		8.82600e+02	6.97258e-23	8.82600e+02	7.35523e-25	8.82600e+02	4.31057e-25	8.82600e+02	4.31057e-25	8.82600e+02	6.97258e-23
		8.82950e+02	7.35954e-23	8.82950e+02	7.20911e-25	8.82950e+02	4.64888e-25	8.82950e+02	4.64888e-25	8.82950e+02	7.35954e-23
		8.83300e+02	7.74733e-23	8.83300e+02	7.69738e-25	8.83300e+02	5.00032e-25	8.83300e+02	5.00032e-25	8.83300e+02	7.74733e-23
		8.83650e+02	8.24858e-23	8.83650e+02	8.68946e-25	8.83650e+02	5.43959e-25	8.83650e+02	5.43959e-25	8.83650e+02	8.24858e-23
		8.84000e+02	8.73427e-23	8.84000e+02	9.41911e-25	8.84000e+02	5.88501e-25	8.84000e+02	5.88501e-25	8.84000e+02	8.73427e-23
		8.84350e+02	9.19369e-23	8.84350e+02	9.52781e-25	8.84350e+02	6.32901e-25	8.84350e+02	6.32901e-25	8.84350e+02	9.19369e-23
		8.84700e+02	9.73948e-23	8.84700e+02	9.54917e-25	8.84700e+02	6.85017e-25	8.84700e+02	6.85017e-25	8.84700e+02	9.73948e-23
		8.85050e+02	1.03733e-22	8.85050e+02	1.01843e-24	8.85050e+02	7.45408e-25	8.85050e+02	7.45408e-25	8.85050e+02	1.03733e-22
		8.85400e+02	1.09771e-22	8.85400e+02	1.13504e-24	8.85400e+02	8.05880e-25	8.85400e+02	8.05880e-25	8.85400e+02	1.09771e-22
		8.85750e+02	1.16216e-22	8.85750e+02	1.22920e-24	8.85750e+02	8.71649e-25	8.85750e+02	8.71649e-25	8.85750e+02	1.16216e-22
		8.86100e+02	1.22896e-22	8.86100e+02	1.26026e-24	8.86100e+02	9.41685e-25	8.86100e+02	9.41685e-25	8.86100e+02	1.22896e-22
		8.86450e+02	1.29351e-22	8.86450e+02	1.27770e-24	8.86450e+02	1.01255e-24	8.86450e+02	1.01255e-24	8.86450e+02	1.29351e-22
		8.86800e+02	1.35790e-22	8.86800e+02	1.35363e-24	8.86800e+02	1.08590e-24	8.86800e+02	1.08590e-24	8.86800e+02	1.35790e-22
		8.87150e+02	1.42300e-22	8.87150e+02	1.48332e-24	8.87150e+02	1.16251e-24	8.87150e+02	1.16251e-24	8.87150e+02	1.42300e-22
		8.87500e+02	1.49112e-22	8.87500e+02	1.59034e-24	8.87500e+02	1.24441e-24	8.87500e+02	1.24441e-24	8.87500e+02	1.49112e-22
		8.87850e+02	1.56304e-22	8.87850e+02	1.63147e-24	8.87850e+02	1.33252e-24	8.87850e+02	1.33252e-24	8.87850e+02	1.56304e-22
		8.88200e+02	1.62937e-22	8.88200e+02	1.65957e-24	8.88200e+02	1.41895e-24	8.88200e+02	1.41895e-24	8.88200e+02	1.62937e-22
		8.88550e+02	1.68865e-22	8.88550e+02	1.75675e-24	8.88550e+02	1.50220e-24	8.88550e+02	1.50220e-24	8.88550e+02	1.68865e-22
		8.88900e+02	1.75367e-22	8.88900e+02	1.92470e-24	8.88900e+02	1.59356e-24	8.88900e+02	1.59356e-24	8.88900e+02	1.75367e-22
		8.89250e+02	1.81687e-22	8.89250e+02	2.08016e-24	8.89250e+02	1.68643e-24	8.89250e+02	1.68643e-24	8.89250e+02	1.81687e-22
		8.89600e+02	1.87606e-22	8.89600e+02	2.16486e-24	8.89600e+02	1.77871e-24	8.89600e+02	1.77871e-24	8.89600e+02	1.87606e-22
		8.89950e+02	1.94276e-22	8.89950e+02	2.22234e-24	8.89950e+02	1.88143e-24	8.89950e+02	1.88143e-24	8.89950e+02	1.94276e-22
		8.90300e+02	2.01677e-22	8.90300e+02	2.33681e-24	8.90300e+02	1.99492e-24	8.90300e+02	1.99492e-24	8.90300e+02	2.01677e-22
		8.90650e+02	2.09456e-22	8.90650e+02	2.51678e-24	8.90650e+02	2.11620e-24	8.90650e+02	2.11620e-24	8.90650e+02	2.09456e-22
		8.91000e+02	2.16812e-22	8.91000e+02	2.68228e-24	8.91000e+02	2.23736e-24	8.91000e+02	2.23736e-24	8.91000e+02	2.16812e-22
		8.91350e+02	2.22742e-22	8.91350e+02	2.77583e-24	8.91350e+02	2.34765e-24	8.91350e+02	2.34765e-24	8.91350e+02	2.22742e-22
		8.91700e+02	2.27358e-22	8.91700e+02	2.84643e-24	8.91700e+02	2.44745e-24	8.91700e+02	2.44745e-24	8.91700e+02	2.27358e-22
		8.92050e+02	2.32291e-22	8.92050e+02	2.98716e-24	8.92050e+02	2.55389e-24	8.92050e+02	2.55389e-24	8.92050e+02	2.32291e-22
		8.92400e+02	2.35896e-22	8.92400e+02	3.20542e-24	8.92400e+02	2.64880e-24	8.92400e+02	2.64880e-24	8.92400e+02	2.35896e-22
		8.92750e+02	2.39651e-22	8.92750e+02	3.40672e-24	8.92750e+02	2.74827e-24	8.92750e+02	2.74827e-24	8.92750e+02	2.39651e-22
		8.93100e+02	2.43570e-22	8.93100e+02	3.51702e-24	8.93100e+02	2.85266e-24	8.93100e+02	2.85266e-24	8.93100e+02	2.43570e-22
		8.93450e+02	2.48116e-22	8.93450e+02	3.58551e-24	8.93450e+02	2.96768e-24	8.93450e+02	2.96768e-24	8.93450e+02	2.48116e-22
		8.93800e+02	2.52816e-22	8.93800e+02	3.72344e-24	8.93800e+02	3.08813e-24	8.93800e+02	3.08813e-24	8.93800e+02	2.52816e-22
		8.94150e+02	2.57351e-22	8.94150e+02	3.95706e-24	8.94150e+02	3.21027e-24	8.94150e+02	3.21027e-24	8.94150e+02	2.57351e-22
		8.94500e+02	2.62753e-22	8.94500e+02	4.19193e-24	8.94500e+02	3.34717e-24	8.94500e+02	3.34717e-24	8.94500e+02	2.62753e-22
		8.94850e+02	2.68940e-22	8.94850e+02	4.33941e-24	8.94850e+02	3.49861e-24	8.94850e+02	3.49861e-24	8.94850e+02	2.68940e-22
		8.95200e+02	2.74705e-22	8.95200e+02	4.43786e-24	8.95200e+02	3.64928e-24	8.95200e+02	3.64928e-24	8.95200e+02	2.74705e-22
		8.95550e+02	2.79841e-22	8.95550e+02	4.60246e-24	8.95550e+02	3.79617e-24	8.95550e+02	3.79617e-24	8.95550e+02	2.79841e-22
		8.95900e+02	2.84870e-22	8.95900e+02	4.86755e-24	8.95900e+02	3.94611e-24	8.95900e+02	3.94611e-24	8.95900e+02	2.84870e-22
		8.96250e+02	2.89466e-22	8.96250e+02	5.13652e-24	8.96250e+02	4.09449e-24	8.96250e+02	4.09449e-24	8.96250e+02	2.89466e-22
		8.96600e+02	2.93925e-22	8.96600e+02	5.31307e-24	8.96600e+02	4.24533e-24	8.96600e+02	4.24533e-24	8.96600e+02	2.93925e-22
		8.96950e+02	3.00021e-22	8.96950e+02	5.43730e-24	8.96950e+02	4.42479e-24	8.96950e+02	4.42479e-24	8.96950e+02	3.00021e-22
		8.97300e+02	3.06649e-22	8.97300e+02	5.63610e-24	8.97300e+02	4.61788e-24	8.97300e+02	4.61788e-24	8.97300e+02	3.06649e-22
		8.97650e+02	3.12764e-22	8.97650e+02	5.95366e-24	8.97650e+02	4.80915e-24	8.97650e+02	4.80915e-24	8.97650e+02	3.12764e-22
		8.98000e+02	3.19283e-22	8.98000e+02	6.29074e-24	8.98000e+02	5.01271e-24	8.98000e+02	5.01271e-24	8.98000e+02	3.19283e-22
		8.98350e+02	3.24940e-22	8.98350e+02	6.53845e-24	8.98350e+02	5.20880e-24	8.98350e+02	5.20880e-24	8.98350e+02	3.24940e-22
		8.98700e+02	3.30859e-22	8.98700e+02	6.73144e-24	8.98700e+02	5.41512e-24	8.98700e+02	5.41512e-24	8.98700e+02	3.30859e-22
		8.99050e+02	3.37295e-22	8.99050e+02	7.00031e-24	8.99050e+02	5.63637e-24	8.99050e+02	5.63637e-24	8.99050e+02	3.37295e-22
		8.99400e+02	3.44173e-22	8.99400e+02	7.38697e-24	8.99400e+02	5.87194e-24	8.99400e+02	5.87194e-24	8.99400e+02	3.44173e-22
		8.99750e+02	3.51567e-22	8.99750e+02	7.77663e-24	8.99750e+02	6.12383e-24	8.99750e+02	6.12383e-24	8.99750e+02	3.51567e-22
		9.00100e+02	3.60351e-22	9.00100e+02	8.05070e-24	9.00100e+02	6.40831e-24	9.00100e+02	6.40831e-24	9.00100e+02	3.60351e-22
		9.00450e+02	3.69932e-22	9.00450e+02	8.25599e-24	9.00450e+02	6.71638e-24	9.00450e+02	6.71638e-24	9.00450e+02	3.69932e-22
		9.00800e+02	3.80142e-22	9.00800e+02	8.55477e-24	9.00800e+02	7.04607e-24	9.00800e+02	7.04607e-24	9.00800e+02	3.80142e-22
		9.01150e+02	3.90630e-22	9.01150e+02	9.00826e-24	9.01150e+02	7.39178e-24	9.01150e+02	7.39178e-24	9.01150e+02	3.90630e-22
		9.01500e+02	4.01380e-22	9.01500e+02	9.48871e-24	9.01500e+02	7.75378e-24	9.01500e+02	7.75378e-24	9.01500e+02	4.01380e-22
		9.01850e+02	4.13542e-22	9.01850e+02	9.85069e-24	9.01850e+02	8.15539e-24	9.01850e+02	8.15539e-24	9.01850e+02	4.13542e-22
		9.02200e+02	4.25930e-22	9.02200e+02	1.01333e-23	9.02200e+02	8.57481e-24	9.02200e+02	8.57481e-24	9.02200e+02	4.25930e-22
		9.02550e+02	4.38195e-22	9.02550e+02	1.05171e-23	9.02550e+02	9.00549e-24	9.02550e+02	9.00549e-24	9.02550e+02	4.38195e-22
		9.02900e+02	4.49837e-22	9.02900e+02	1.10752e-23	9.02900e+02	9.43718e-24	9.02900e+02	9.43718e-24	9.02900e+02	4.49837e-22
		9.03250e+02	4.60173e-22	9.03250e+02	1.16580e-23	9.03250e+02	9.85481e-24	9.03250e+02	9.85481e-24	9.03250e+02	4.60173e-22
		9.03600e+02	4.70490e-22	9.03600e+02	1.20853e-23	9.03600e+02	1.02851e-23	9.03600e+02	1.02851e-23	9.03600e+02	4.70490e-22
		9.03950e+02	4.81425e-22	9.03950e+02	1.23938e-23	9.03950e+02	1.07427e-23	9.03950e+02	1.07427e-23	9.03950e+02	4.81425e-22
		9.04300e+02	4.92490e-22	9.04300e+02	1.28030e-23	9.04300e+02	1.12177e-23	9.04300e+02	1.12177e-23	9.04300e+02	4.92490e-22
		9.04650e+02	5.02798e-22	9.04650e+02	1.34282e-23	9.04650e+02	1.16899e-23	9.04650e+02	1.16899e-23	9.04650e+02	5.02798e-22
		9.05000e+02	5.12716e-22	9.05000e+02	1.41219e-23	9.05000e+02	1.21675e-23	9.05000e+02	1.21675e-23	9.05000e+02	5.12716e-22
		9.05350e+02	5.23175e-22	9.05350e+02	1.46684e-23	9.05350e+02	1.26727e-23	9.05350e+02	1.26727e-23	9.05350e+02	5.23175e-22
		9.05700e+02	5.33691e-22	9.05700e+02	1.50844e-23	9.05700e+02	1.31948e-23	9.05700e+02	1.31948e-23	9.05700e+02	5.33691e-22
		9.06050e+02	5.45921e-22	9.06050e+02	1.56239e-23	9.06050e+02	1.37761e-23	9.06050e+02	1.37761e-23	9.06050e+02	5.45921e-22
		9.06400e+02	5.59387e-22	9.06400e+02	1.64552e-23	9.06400e+02	1.44075e-23	9.06400e+02	1.44075e-23	9.06400e+02	5.59387e-22
		9.06750e+02	5.73203e-22	9.06750e+02	1.74418e-23	9.06750e+02	1.50680e-23	9.06750e+02	1.50680e-23	9.06750e+02	5.73203e-22
		9.07100e+02	5.88151e-22	9.07100e+02	1.83212e-23	9.07100e+02	1.57797e-23	9.07100e+02	1.57797e-23	9.07100e+02	5.88151e-22
		9.07450e+02	6.03568e-22	9.07450e+02	1.90464e-23	9.07450e+02	1.65270e-23	9.07450e+02	1.65270e-23	9.07450e+02	6.03568e-22
		9.07800e+02	6.20136e-22	9.07800e+02	1.98461e-23	9.07800e+02	1.73303e-23	9.07800e+02	1.73303e-23	9.07800e+02	6.20136e-22
		9.08150e+02	6.38166e-22	9.08150e+02	2.09108e-23	9.08150e+02	1.82010e-23	9.08150e+02	1.82010e-23	9.08150e+02	6.38166e-22
		9.08500e+02	6.57675e-22	9.08500e+02	2.21321e-23	9.08500e+02	1.91430e-23	9.08500e+02	1.91430e-23	9.08500e+02	6.57675e-22
		9.08850e+02	6.77220e-22	9.08850e+02	2.32442e-23	9.08850e+02	2.01168e-23	9.08850e+02	2.01168e-23	9.08850e+02	6.77220e-22
		9.09200e+02	6.98573e-22	9.09200e+02	2.41953e-23	9.09200e+02	2.11770e-23	9.09200e+02	2.11770e-23	9.09200e+02	6.98573e-22
		9.09550e+02	7.20583e-22	9.09550e+02	2.52218e-23	9.09550e+02	2.22922e-23	9.09550e+02	2.22922e-23	9.09550e+02	7.20583e-22
		9.09900e+02	7.44655e-22	9.09900e+02	2.65534e-23	9.09900e+02	2.35089e-23	9.09900e+02	2.35089e-23	9.09900e+02	7.44655e-22
		9.10250e+02	7.69829e-22	9.10250e+02	2.81102e-23	9.10250e+02	2.48013e-23	9.10250e+02	2.48013e-23	9.10250e+02	7.69829e-22
		9.10600e+02	7.96097e-22	9.10600e+02	2.96307e-23	9.10600e+02	2.61724e-23	9.10600e+02	2.61724e-23	9.10600e+02	7.96097e-22
		9.10950e+02	8.24205e-22	9.10950e+02	3.10396e-23	9.10950e+02	2.76504e-23	9.10950e+02	2.76504e-23	9.10950e+02	8.24205e-22
		9.11300e+02	8.53406e-22	9.11300e+02	3.25528e-23	9.11300e+02	2.92149e-23	9.11300e+02	2.92149e-23	9.11300e+02	8.53406e-22
		9.11650e+02	8.84127e-22	9.11650e+02	3.43831e-23	9.11650e+02	3.08844e-23	9.11650e+02	3.08844e-23	9.11650e+02	8.84127e-22
		9.12000e+02	9.16414e-22	9.12000e+02	3.64372e-23	9.12000e+02	3.26652e-23	9.12000e+02	3.26652e-23	9.12000e+02	9.16414e-22
		9.12350e+02	9.50667e-22	9.12350e+02	3.84428e-23	9.12350e+02	3.45768e-23	9.12350e+02	3.45768e-23	9.12350e+02	9.50667e-22
		9.12700e+02	9.86406e-22	9.12700e+02	4.03353e-23	9.12700e+02	3.66073e-23	9.12700e+02	3.66073e-23	9.12700e+02	9.86406e-22
		9.13050e+02	1.02484e-21	9.13050e+02	4.23880e-23	9.13050e+02	3.88075e-23	9.13050e+02	3.88075e-23	9.13050e+02	1.02484e-21
		9.13400e+02	1.06589e-21	9.13400e+02	4.48654e-23	9.13400e+02	4.11827e-23	9.13400e+02	4.11827e-23	9.13400e+02	1.06589e-21
		9.13750e+02	1.10876e-21	9.13750e+02	4.76720e-23	9.13750e+02	4.37096e-23	9.13750e+02	4.37096e-23	9.13750e+02	1.10876e-21
		9.14100e+02	1.15429e-21	9.14100e+02	5.04765e-23	9.14100e+02	4.64283e-23	9.14100e+02	4.64283e-23	9.14100e+02	1.15429e-21
		9.14450e+02	1.20224e-21	9.14450e+02	5.31505e-23	9.14450e+02	4.93379e-23	9.14450e+02	4.93379e-23	9.14450e+02	1.20224e-21
		9.14800e+02	1.25461e-21	9.14800e+02	5.59818e-23	9.14800e+02	5.25307e-23	9.14800e+02	5.25307e-23	9.14800e+02	1.25461e-21
		9.15150e+02	1.30982e-21	9.15150e+02	5.93235e-23	9.15150e+02	5.59534e-23	9.15150e+02	5.59534e-23	9.15150e+02	1.30982e-21
		9.15500e+02	1.36832e-21	9.15500e+02	6.31950e-23	9.15500e+02	5.96353e-23	9.15500e+02	5.96353e-23	9.15500e+02	1.36832e-21
		9.15850e+02	1.42872e-21	9.15850e+02	6.72750e-23	9.15850e+02	6.35270e-23	9.15850e+02	6.35270e-23	9.15850e+02	1.42872e-21
		9.16200e+02	1.49115e-21	9.16200e+02	7.13380e-23	9.16200e+02	6.76428e-23	9.16200e+02	6.76428e-23	9.16200e+02	1.49115e-21
		9.16550e+02	1.55629e-21	9.16550e+02	7.55167e-23	9.16550e+02	7.20232e-23	9.16550e+02	7.20232e-23	9.16550e+02	1.55629e-21
		9.16900e+02	1.62250e-21	9.16900e+02	8.00709e-23	9.16900e+02	7.66024e-23	9.16900e+02	7.66024e-23	9.16900e+02	1.62250e-21
		9.17250e+02	1.69052e-21	9.17250e+02	8.50540e-23	9.17250e+02	8.14231e-23	9.17250e+02	8.14231e-23	9.17250e+02	1.69052e-21
		9.17600e+02	1.75819e-21	9.17600e+02	9.02428e-23	9.17600e+02	8.63885e-23	9.17600e+02	8.63885e-23	9.17600e+02	1.75819e-21
		9.17950e+02	1.82457e-21	9.17950e+02	9.54720e-23	9.17950e+02	9.14547e-23	9.17950e+02	9.14547e-23	9.17950e+02	1.82457e-21
