# wavelength in nm, signal in a.u.
9.7220e+02,3.6330e-06
9.7240e+02,3.6832e-06
9.7260e+02,3.7133e-06
9.7280e+02,3.7517e-06
9.7300e+02,3.7986e-06
9.7320e+02,3.8237e-06
9.7340e+02,3.8287e-06
9.7360e+02,3.8705e-06
9.7380e+02,3.9023e-06
9.7400e+02,3.8989e-06
9.7420e+02,3.9140e-06
9.7440e+02,3.9357e-06
9.7460e+02,3.9474e-06
9.7480e+02,3.9391e-06
9.7500e+02,3.9491e-06
9.7520e+02,3.9675e-06
9.7540e+02,3.9591e-06
9.7560e+02,3.9374e-06
9.7580e+02,3.9541e-06
9.7600e+02,3.9524e-06
9.7620e+02,3.9140e-06
9.7640e+02,3.8972e-06
9.7660e+02,3.9039e-06
9.7680e+02,3.8855e-06
9.7700e+02,3.8671e-06
9.7720e+02,3.8722e-06
9.7740e+02,3.8738e-06
9.7760e+02,3.8504e-06
9.7780e+02,3.8337e-06
9.7800e+02,3.8337e-06
9.7820e+02,3.8287e-06
9.7840e+02,3.8036e-06
9.7860e+02,3.7935e-06
9.7880e+02,3.8086e-06
9.7900e+02,3.8069e-06
9.7920e+02,3.7802e-06
9.7940e+02,3.7902e-06
9.7960e+02,3.7952e-06
9.7980e+02,3.7802e-06
9.8000e+02,3.7785e-06
9.8020e+02,3.8053e-06
9.8040e+02,3.8186e-06
9.8060e+02,3.8153e-06
9.8080e+02,3.8220e-06
9.8100e+02,3.8504e-06
9.8120e+02,3.8554e-06
9.8140e+02,3.8454e-06
9.8160e+02,3.8588e-06
9.8180e+02,3.8738e-06
9.8200e+02,3.8538e-06
9.8220e+02,3.8487e-06
9.8240e+02,3.8722e-06
9.8260e+02,3.8755e-06
9.8280e+02,3.8621e-06
9.8300e+02,3.8688e-06
9.8320e+02,3.8839e-06
9.8340e+02,3.8855e-06
9.8360e+02,3.8839e-06
9.8380e+02,3.9106e-06
9.8400e+02,3.9324e-06
9.8420e+02,3.9190e-06
9.8440e+02,3.9190e-06
9.8460e+02,3.9357e-06
9.8480e+02,3.9374e-06
9.8500e+02,3.9190e-06
9.8520e+02,3.9307e-06
9.8540e+02,3.9458e-06
9.8560e+02,3.9474e-06
9.8580e+02,3.9407e-06
9.8600e+02,3.9608e-06
9.8620e+02,3.9708e-06
9.8640e+02,3.9508e-06
9.8660e+02,3.9541e-06
9.8680e+02,3.9842e-06
9.8700e+02,3.9943e-06
9.8720e+02,3.9842e-06
9.8740e+02,3.9976e-06
9.8760e+02,4.0093e-06
9.8780e+02,4.0043e-06
9.8800e+02,3.9892e-06
9.8820e+02,4.0060e-06
9.8840e+02,4.0177e-06
9.8860e+02,3.9976e-06
9.8880e+02,4.0010e-06
9.8900e+02,4.0210e-06
9.8920e+02,4.0210e-06
9.8940e+02,4.0026e-06
9.8960e+02,4.0110e-06
9.8980e+02,4.0160e-06
9.9000e+02,4.0043e-06
9.9020e+02,3.9959e-06
9.9040e+02,4.0177e-06
9.9060e+02,4.0361e-06
9.9080e+02,4.0244e-06
9.9100e+02,4.0294e-06
9.9120e+02,4.0444e-06
9.9140e+02,4.0428e-06
9.9160e+02,4.0210e-06
9.9180e+02,4.0244e-06
9.9200e+02,4.0327e-06
9.9220e+02,4.0127e-06
9.9240e+02,4.0043e-06
9.9260e+02,4.0244e-06
9.9280e+02,4.0277e-06
9.9300e+02,4.0060e-06
9.9320e+02,3.9943e-06
9.9340e+02,4.0093e-06
9.9360e+02,4.0010e-06
9.9380e+02,3.9792e-06
9.9400e+02,3.9926e-06
9.9420e+02,4.0093e-06
9.9440e+02,3.9959e-06
9.9460e+02,3.9859e-06
9.9480e+02,4.0026e-06
9.9500e+02,4.0060e-06
9.9520e+02,3.9909e-06
9.9540e+02,3.9909e-06
9.9560e+02,4.0060e-06
9.9580e+02,3.9993e-06
9.9600e+02,3.9859e-06
9.9620e+02,3.9976e-06
9.9640e+02,3.9909e-06
9.9660e+02,3.9692e-06
9.9680e+02,3.9608e-06
9.9700e+02,3.9842e-06
9.9720e+02,3.9876e-06
9.9740e+02,3.9625e-06
9.9760e+02,3.9541e-06
9.9780e+02,3.9608e-06
9.9800e+02,3.9474e-06
9.9820e+02,3.9290e-06
9.9840e+02,3.9374e-06
9.9860e+02,3.9424e-06
9.9880e+02,3.9274e-06
9.9900e+02,3.9257e-06
9.9920e+02,3.9458e-06
9.9940e+02,3.9441e-06
9.9960e+02,3.9190e-06
9.9980e+02,3.9123e-06
1.0000e+03,3.8738e-06
1.0002e+03,3.8805e-06
1.0004e+03,3.8638e-06
1.0006e+03,3.8705e-06
1.0008e+03,3.8839e-06
1.0010e+03,3.8772e-06
1.0012e+03,3.8671e-06
1.0014e+03,3.8839e-06
1.0016e+03,3.8939e-06
1.0018e+03,3.8906e-06
1.0020e+03,3.8839e-06
1.0022e+03,3.9106e-06
1.0024e+03,3.9073e-06
1.0026e+03,3.8839e-06
1.0028e+03,3.8872e-06
1.0030e+03,3.9039e-06
1.0032e+03,3.8906e-06
1.0034e+03,3.8772e-06
1.0036e+03,3.8972e-06
1.0038e+03,3.9039e-06
1.0040e+03,3.8839e-06
1.0042e+03,3.8738e-06
1.0044e+03,3.8906e-06
1.0046e+03,3.8906e-06
1.0048e+03,3.8738e-06
1.0050e+03,3.8839e-06
1.0052e+03,3.8972e-06
1.0054e+03,3.8839e-06
1.0056e+03,3.8772e-06
1.0058e+03,3.8939e-06
1.0060e+03,3.8972e-06
1.0062e+03,3.8705e-06
1.0064e+03,3.8638e-06
1.0066e+03,3.8805e-06
1.0068e+03,3.8772e-06
1.0070e+03,3.8538e-06
1.0072e+03,3.8671e-06
1.0074e+03,3.8839e-06
1.0076e+03,3.8805e-06
1.0078e+03,3.8839e-06
1.0080e+03,3.9073e-06
1.0082e+03,3.9240e-06
1.0084e+03,3.9039e-06
1.0086e+03,3.9073e-06
1.0088e+03,3.9274e-06
1.0090e+03,3.9240e-06
1.0092e+03,3.9106e-06
1.0094e+03,3.9274e-06
1.0096e+03,3.9508e-06
1.0098e+03,3.9474e-06
1.0100e+03,3.9441e-06
1.0102e+03,3.9608e-06
1.0104e+03,3.9608e-06
1.0106e+03,3.9441e-06
1.0108e+03,3.9575e-06
1.0110e+03,3.9842e-06
1.0112e+03,3.9809e-06
1.0114e+03,3.9575e-06
1.0116e+03,3.9675e-06
1.0118e+03,3.9809e-06
1.0120e+03,3.9708e-06
1.0122e+03,3.9642e-06
1.0124e+03,3.9842e-06
1.0126e+03,3.9976e-06
1.0128e+03,3.9742e-06
1.0130e+03,3.9742e-06
1.0132e+03,3.9943e-06
1.0134e+03,3.9842e-06
1.0136e+03,3.9608e-06
1.0138e+03,3.9842e-06
1.0140e+03,3.9943e-06
1.0142e+03,3.9842e-06
1.0144e+03,3.9809e-06
1.0146e+03,3.9976e-06
1.0148e+03,4.0043e-06
1.0150e+03,3.9742e-06
1.0152e+03,3.9742e-06
1.0154e+03,3.9909e-06
1.0156e+03,3.9876e-06
1.0158e+03,3.9742e-06
1.0160e+03,3.9976e-06
1.0162e+03,4.0143e-06
1.0164e+03,4.0076e-06
1.0166e+03,4.0043e-06
1.0168e+03,4.0244e-06
1.0170e+03,4.0143e-06
1.0172e+03,3.9909e-06
1.0174e+03,3.9943e-06
1.0176e+03,4.0210e-06
1.0178e+03,4.0110e-06
1.0180e+03,3.9876e-06
1.0182e+03,4.0043e-06
1.0184e+03,4.0076e-06
1.0186e+03,3.9809e-06
1.0188e+03,3.9675e-06
1.0190e+03,3.9809e-06
1.0192e+03,3.9775e-06
1.0194e+03,3.9575e-06
1.0196e+03,3.9608e-06
1.0198e+03,3.9675e-06
1.0200e+03,3.9474e-06
1.0202e+03,3.9340e-06
1.0204e+03,3.9441e-06
1.0206e+03,3.9374e-06
1.0208e+03,3.9106e-06
1.0210e+03,3.8972e-06
1.0212e+03,3.9173e-06
1.0214e+03,3.9006e-06
1.0216e+03,3.8638e-06
1.0218e+03,3.8671e-06
1.0220e+03,3.8705e-06
1.0222e+03,3.8404e-06
1.0224e+03,3.8069e-06
1.0226e+03,3.8069e-06
1.0228e+03,3.8002e-06
1.0230e+03,3.7768e-06
1.0232e+03,3.7668e-06
1.0234e+03,3.7735e-06
1.0236e+03,3.7601e-06
1.0238e+03,3.7501e-06
1.0240e+03,3.7534e-06
1.0242e+03,3.7634e-06
1.0244e+03,3.7367e-06
1.0246e+03,3.7200e-06
1.0248e+03,3.7300e-06
1.0250e+03,3.7333e-06
1.0252e+03,3.7133e-06
1.0254e+03,3.7066e-06
1.0256e+03,3.7200e-06
1.0258e+03,3.7099e-06
1.0260e+03,3.6865e-06
1.0262e+03,3.6999e-06
1.0264e+03,3.7066e-06
1.0266e+03,3.6898e-06
1.0268e+03,3.6832e-06
1.0270e+03,3.6932e-06
1.0272e+03,3.6898e-06
1.0274e+03,3.6664e-06
1.0276e+03,3.6631e-06
1.0278e+03,3.6664e-06
1.0280e+03,3.6464e-06
1.0282e+03,3.6096e-06
1.0284e+03,3.6129e-06
1.0286e+03,3.6029e-06
1.0288e+03,3.5761e-06
1.0290e+03,3.5427e-06
1.0292e+03,3.5360e-06
1.0294e+03,3.5259e-06
1.0296e+03,3.4858e-06
1.0298e+03,3.4757e-06
1.0300e+03,3.4791e-06
1.0302e+03,3.4824e-06
1.0304e+03,3.4724e-06
1.0306e+03,3.4958e-06
1.0308e+03,3.5226e-06
1.0310e+03,3.5393e-06
1.0312e+03,3.5694e-06
1.0314e+03,3.6196e-06
1.0316e+03,3.6597e-06
1.0318e+03,3.6731e-06
1.0320e+03,3.7099e-06
1.0322e+03,3.7634e-06
1.0324e+03,3.7835e-06
1.0326e+03,3.7902e-06
1.0328e+03,3.8170e-06
1.0330e+03,3.8471e-06
1.0332e+03,3.8471e-06
1.0334e+03,3.8538e-06
1.0336e+03,3.8839e-06
1.0338e+03,3.9039e-06
1.0340e+03,3.8972e-06
1.0342e+03,3.9207e-06
1.0344e+03,3.9541e-06
1.0346e+03,3.9474e-06
1.0348e+03,3.9374e-06
1.0350e+03,3.9608e-06
1.0352e+03,3.9842e-06
1.0354e+03,3.9708e-06
1.0356e+03,3.9708e-06
1.0358e+03,3.9976e-06
1.0360e+03,4.0110e-06
1.0362e+03,3.9909e-06
1.0364e+03,4.0010e-06
1.0366e+03,4.0210e-06
1.0368e+03,4.0043e-06
1.0370e+03,3.9876e-06
1.0372e+03,4.0043e-06
1.0374e+03,4.0110e-06
1.0376e+03,3.9876e-06
1.0378e+03,3.9842e-06
1.0380e+03,4.0143e-06
1.0382e+03,4.0076e-06
1.0384e+03,3.9876e-06
1.0386e+03,4.0010e-06
1.0388e+03,4.0210e-06
1.0390e+03,4.0043e-06
1.0392e+03,3.9909e-06
1.0394e+03,4.0210e-06
1.0396e+03,4.0311e-06
1.0398e+03,4.0110e-06
1.0400e+03,4.0210e-06
1.0402e+03,4.0444e-06
1.0404e+03,4.0378e-06
1.0406e+03,4.0244e-06
1.0408e+03,4.0277e-06
1.0410e+03,4.0478e-06
1.0412e+03,4.0344e-06
1.0414e+03,4.0244e-06
1.0416e+03,4.0478e-06
1.0418e+03,4.0444e-06
1.0420e+03,4.0277e-06
1.0422e+03,4.0244e-06
1.0424e+03,4.0311e-06
1.0426e+03,4.0244e-06
1.0428e+03,4.0043e-06
1.0430e+03,4.0277e-06
1.0432e+03,4.0344e-06
1.0434e+03,4.0177e-06
1.0436e+03,4.0143e-06
1.0438e+03,4.0311e-06
1.0440e+03,4.0378e-06
1.0442e+03,4.0177e-06
1.0444e+03,4.0177e-06
1.0446e+03,4.0411e-06
1.0448e+03,4.0277e-06
1.0450e+03,4.0143e-06
1.0452e+03,4.0277e-06
1.0454e+03,4.0411e-06
1.0456e+03,4.0311e-06
1.0458e+03,4.0244e-06
1.0460e+03,4.0478e-06
1.0462e+03,4.0444e-06
1.0464e+03,4.0210e-06
1.0466e+03,4.0378e-06
1.0468e+03,4.0444e-06
1.0470e+03,4.0378e-06
1.0472e+03,4.0110e-06
1.0474e+03,4.0143e-06
1.0476e+03,4.0244e-06
1.0478e+03,3.9976e-06
1.0480e+03,4.0010e-06
1.0482e+03,4.0110e-06
1.0484e+03,3.9976e-06
1.0486e+03,3.9775e-06
1.0488e+03,3.9809e-06
1.0490e+03,3.9976e-06
1.0492e+03,3.9775e-06
1.0494e+03,3.9608e-06
1.0496e+03,3.9876e-06
1.0498e+03,3.9943e-06
1.0500e+03,3.9809e-06
1.0502e+03,3.9909e-06
1.0504e+03,4.0110e-06
1.0506e+03,4.0177e-06
1.0508e+03,3.9976e-06
1.0510e+03,4.0143e-06
1.0512e+03,4.0378e-06
1.0514e+03,4.0177e-06
1.0516e+03,4.0076e-06
1.0518e+03,4.0177e-06
1.0520e+03,4.0244e-06
1.0522e+03,4.0143e-06
1.0524e+03,4.0143e-06
1.0526e+03,4.0378e-06
1.0528e+03,4.0311e-06
1.0530e+03,3.9943e-06
1.0532e+03,4.0143e-06
1.0534e+03,4.0277e-06
1.0536e+03,4.0210e-06
1.0538e+03,4.0177e-06
1.0540e+03,4.0311e-06
1.0542e+03,4.0378e-06
1.0544e+03,4.0244e-06
1.0546e+03,4.0210e-06
1.0548e+03,4.0478e-06
1.0550e+03,4.0344e-06
1.0552e+03,4.0143e-06
1.0554e+03,4.0277e-06
1.0556e+03,4.0344e-06
1.0558e+03,4.0143e-06
1.0560e+03,3.9976e-06
1.0562e+03,4.0143e-06
1.0564e+03,4.0244e-06
1.0566e+03,4.0010e-06
1.0568e+03,4.0143e-06
1.0570e+03,4.0344e-06
1.0572e+03,4.0244e-06
1.0574e+03,4.0076e-06
1.0576e+03,4.0143e-06
1.0578e+03,4.0177e-06
1.0580e+03,3.9909e-06
1.0582e+03,3.9809e-06
1.0584e+03,4.0043e-06
1.0586e+03,4.0110e-06
1.0588e+03,3.9909e-06
1.0590e+03,3.9976e-06
1.0592e+03,4.0177e-06
1.0594e+03,4.0210e-06
1.0596e+03,4.0210e-06
1.0598e+03,4.0344e-06
1.0600e+03,4.0444e-06
1.0602e+03,4.0210e-06
1.0604e+03,4.0177e-06
1.0606e+03,4.0411e-06
1.0608e+03,4.0344e-06
1.0610e+03,4.0110e-06
1.0612e+03,4.0143e-06
1.0614e+03,4.0344e-06
1.0616e+03,4.0210e-06
1.0618e+03,3.9976e-06
1.0620e+03,4.0177e-06
1.0622e+03,4.0210e-06
1.0624e+03,4.0010e-06
1.0626e+03,4.0043e-06
1.0628e+03,4.0110e-06
1.0630e+03,4.0076e-06
1.0632e+03,3.9842e-06
1.0634e+03,4.0010e-06
1.0636e+03,4.0277e-06
1.0638e+03,4.0076e-06
1.0640e+03,3.9943e-06
1.0642e+03,3.9976e-06
1.0644e+03,3.9976e-06
1.0646e+03,3.9775e-06
1.0648e+03,3.9675e-06
1.0650e+03,3.9909e-06
1.0652e+03,3.9842e-06
1.0654e+03,3.9708e-06
1.0656e+03,3.9909e-06
1.0658e+03,4.0010e-06
1.0660e+03,3.9876e-06
1.0662e+03,3.9742e-06
1.0664e+03,4.0010e-06
1.0666e+03,4.0110e-06
1.0668e+03,3.9876e-06
1.0670e+03,3.9943e-06
1.0672e+03,4.0076e-06
1.0674e+03,4.0043e-06
1.0676e+03,3.9876e-06
1.0678e+03,3.9943e-06
1.0680e+03,4.0110e-06
1.0682e+03,3.9876e-06
1.0684e+03,3.9842e-06
1.0686e+03,4.0076e-06
1.0688e+03,4.0076e-06
1.0690e+03,3.9909e-06
1.0692e+03,3.9909e-06
1.0694e+03,4.0010e-06
1.0696e+03,3.9943e-06
1.0698e+03,3.9642e-06
1.0700e+03,3.9809e-06
1.0702e+03,3.9909e-06
1.0704e+03,3.9708e-06
1.0706e+03,3.9675e-06
1.0708e+03,3.9809e-06
1.0710e+03,3.9976e-06
1.0712e+03,3.9708e-06
1.0714e+03,3.9842e-06
1.0716e+03,3.9976e-06
1.0718e+03,3.9909e-06
1.0720e+03,3.9675e-06
1.0722e+03,3.9775e-06
1.0724e+03,3.9909e-06
1.0726e+03,3.9642e-06
1.0728e+03,3.9508e-06
1.0730e+03,3.9675e-06
1.0732e+03,3.9541e-06
1.0734e+03,3.9374e-06
1.0736e+03,3.9407e-06
1.0738e+03,3.9575e-06
1.0740e+03,3.9407e-06
1.0742e+03,3.9274e-06
1.0744e+03,3.9474e-06
1.0746e+03,3.9541e-06
1.0748e+03,3.9441e-06
1.0750e+03,3.9307e-06
1.0752e+03,3.9608e-06
1.0754e+03,3.9575e-06
1.0756e+03,3.9474e-06
1.0758e+03,3.9608e-06
1.0760e+03,3.9675e-06
1.0762e+03,3.9575e-06
1.0764e+03,3.9307e-06
1.0766e+03,3.9541e-06
1.0768e+03,3.9675e-06
1.0770e+03,3.9441e-06
1.0772e+03,3.9474e-06
1.0774e+03,3.9541e-06
1.0776e+03,3.9541e-06
1.0778e+03,3.9207e-06
1.0780e+03,3.9274e-06
1.0782e+03,3.9407e-06
1.0784e+03,3.9173e-06
1.0786e+03,3.9140e-06
1.0788e+03,3.9307e-06
1.0790e+03,3.9374e-06
1.0792e+03,3.9207e-06
1.0794e+03,3.9106e-06
1.0796e+03,3.9274e-06
1.0798e+03,3.9140e-06
1.0800e+03,3.8939e-06
1.0802e+03,3.9073e-06
1.0804e+03,3.9106e-06
1.0806e+03,3.9039e-06
1.0808e+03,3.9006e-06
1.0810e+03,3.9240e-06
1.0812e+03,3.9240e-06
1.0814e+03,3.9073e-06
1.0816e+03,3.9106e-06
1.0818e+03,3.9207e-06
1.0820e+03,3.9173e-06
1.0822e+03,3.9039e-06
1.0824e+03,3.9073e-06
1.0826e+03,3.9207e-06
1.0828e+03,3.9106e-06
1.0830e+03,3.9006e-06
1.0832e+03,3.9140e-06
1.0834e+03,3.9173e-06
1.0836e+03,3.9039e-06
1.0838e+03,3.9073e-06
1.0840e+03,3.9307e-06
1.0842e+03,3.9274e-06
1.0844e+03,3.9039e-06
1.0846e+03,3.9274e-06
1.0848e+03,3.9441e-06
1.0850e+03,3.9340e-06
1.0852e+03,3.9106e-06
1.0854e+03,3.9274e-06
1.0856e+03,3.9240e-06
1.0858e+03,3.9006e-06
1.0860e+03,3.9106e-06
1.0862e+03,3.9307e-06
1.0864e+03,3.9173e-06
1.0866e+03,3.8972e-06
1.0868e+03,3.9140e-06
1.0870e+03,3.9274e-06
1.0872e+03,3.9039e-06
1.0874e+03,3.9006e-06
1.0876e+03,3.9240e-06
1.0878e+03,3.9173e-06
1.0880e+03,3.8972e-06
1.0882e+03,3.9006e-06
1.0884e+03,3.9006e-06
1.0886e+03,3.8872e-06
1.0888e+03,3.8772e-06
1.0890e+03,3.9073e-06
1.0892e+03,3.9073e-06
1.0894e+03,3.8906e-06
1.0896e+03,3.8872e-06
1.0898e+03,3.9006e-06
1.0900e+03,3.9073e-06
1.0902e+03,3.8906e-06
1.0904e+03,3.8939e-06
1.0906e+03,3.9073e-06
1.0908e+03,3.8972e-06
1.0910e+03,3.8805e-06
1.0912e+03,3.9039e-06
1.0914e+03,3.9173e-06
1.0916e+03,3.8939e-06
1.0918e+03,3.8872e-06
1.0920e+03,3.9073e-06
1.0922e+03,3.8906e-06
1.0924e+03,3.8671e-06
1.0926e+03,3.8805e-06
1.0928e+03,3.8972e-06
1.0930e+03,3.8839e-06
1.0932e+03,3.8738e-06
1.0934e+03,3.9006e-06
1.0936e+03,3.8939e-06
1.0938e+03,3.8705e-06
1.0940e+03,3.8705e-06
1.0942e+03,3.8906e-06
1.0944e+03,3.9039e-06
1.0946e+03,3.8906e-06
1.0948e+03,3.9006e-06
1.0950e+03,3.9207e-06
1.0952e+03,3.9140e-06
1.0954e+03,3.9006e-06
1.0956e+03,3.9173e-06
1.0958e+03,3.9140e-06
1.0960e+03,3.8805e-06
1.0962e+03,3.8805e-06
1.0964e+03,3.9073e-06
1.0966e+03,3.8906e-06
1.0968e+03,3.8738e-06
1.0970e+03,3.8839e-06
1.0972e+03,3.8872e-06
1.0974e+03,3.8805e-06
1.0976e+03,3.8738e-06
1.0978e+03,3.8906e-06
1.0980e+03,3.8872e-06
1.0982e+03,3.8705e-06
1.0984e+03,3.8839e-06
1.0986e+03,3.8972e-06
1.0988e+03,3.8872e-06
1.0990e+03,3.8705e-06
1.0992e+03,3.8772e-06
1.0994e+03,3.8872e-06
1.0996e+03,3.8772e-06
1.0998e+03,3.8671e-06
1.1000e+03,3.8939e-06
1.1002e+03,3.8906e-06
1.1004e+03,3.8772e-06
1.1006e+03,3.8839e-06
1.1008e+03,3.9073e-06
1.1010e+03,3.8939e-06
1.1012e+03,3.8738e-06
1.1014e+03,3.8906e-06
1.1016e+03,3.8872e-06
1.1018e+03,3.8671e-06
1.1020e+03,3.8504e-06
1.1022e+03,3.8705e-06
1.1024e+03,3.8638e-06
1.1026e+03,3.8437e-06
1.1028e+03,3.8437e-06
1.1030e+03,3.8605e-06
1.1032e+03,3.8404e-06
1.1034e+03,3.8337e-06
1.1036e+03,3.8404e-06
1.1038e+03,3.8471e-06
1.1040e+03,3.8303e-06
1.1042e+03,3.8237e-06
1.1044e+03,3.8504e-06
1.1046e+03,3.8504e-06
1.1048e+03,3.8303e-06
1.1050e+03,3.8337e-06
1.1052e+03,3.8504e-06
1.1054e+03,3.8337e-06
1.1056e+03,3.8203e-06
1.1058e+03,3.8370e-06
1.1060e+03,3.8471e-06
1.1062e+03,3.8303e-06
1.1064e+03,3.8203e-06
1.1066e+03,3.8370e-06
1.1068e+03,3.8203e-06
1.1070e+03,3.8002e-06
1.1072e+03,3.8103e-06
1.1074e+03,3.8237e-06
1.1076e+03,3.8103e-06
1.1078e+03,3.8002e-06
1.1080e+03,3.8203e-06
1.1082e+03,3.8237e-06
1.1084e+03,3.8002e-06
1.1086e+03,3.8002e-06
1.1088e+03,3.8136e-06
1.1090e+03,3.8002e-06
1.1092e+03,3.7835e-06
1.1094e+03,3.7935e-06
1.1096e+03,3.8103e-06
1.1098e+03,3.7869e-06
1.1100e+03,3.7735e-06
1.1102e+03,3.7969e-06
1.1104e+03,3.7969e-06
1.1106e+03,3.7802e-06
1.1108e+03,3.7902e-06
1.1110e+03,3.8069e-06
1.1112e+03,3.7902e-06
1.1114e+03,3.7668e-06
1.1116e+03,3.7835e-06
1.1118e+03,3.7902e-06
1.1120e+03,3.7701e-06
1.1122e+03,3.7567e-06
1.1124e+03,3.7701e-06
1.1126e+03,3.7802e-06
1.1128e+03,3.7701e-06
1.1130e+03,3.7768e-06
1.1132e+03,3.7869e-06
1.1134e+03,3.7835e-06
1.1136e+03,3.7735e-06
1.1138e+03,3.7802e-06
1.1140e+03,3.7902e-06
1.1142e+03,3.7701e-06
1.1144e+03,3.7567e-06
1.1146e+03,3.7802e-06
1.1148e+03,3.7802e-06
1.1150e+03,3.7668e-06
1.1152e+03,3.7668e-06
1.1154e+03,3.7902e-06
1.1156e+03,3.7835e-06
1.1158e+03,3.7601e-06
1.1160e+03,3.7835e-06
1.1162e+03,3.7869e-06
1.1164e+03,3.7567e-06
1.1166e+03,3.7501e-06
1.1168e+03,3.7701e-06
1.1170e+03,3.7668e-06
1.1172e+03,3.7400e-06
1.1174e+03,3.7467e-06
1.1176e+03,3.7634e-06
1.1178e+03,3.7501e-06
1.1180e+03,3.7400e-06
1.1182e+03,3.7467e-06
1.1184e+03,3.7467e-06
1.1186e+03,3.7333e-06
1.1188e+03,3.7400e-06
1.1190e+03,3.7668e-06
1.1192e+03,3.7634e-06
1.1194e+03,3.7434e-06
1.1196e+03,3.7567e-06
1.1198e+03,3.7567e-06
1.1200e+03,3.7333e-06
1.1202e+03,3.7066e-06
1.1204e+03,3.7233e-06
1.1206e+03,3.7367e-06
1.1208e+03,3.7266e-06
1.1210e+03,3.7200e-06
1.1212e+03,3.7367e-06
1.1214e+03,3.7266e-06
1.1216e+03,3.7099e-06
1.1218e+03,3.7200e-06
1.1220e+03,3.7266e-06
1.1222e+03,3.7099e-06
1.1224e+03,3.6932e-06
1.1226e+03,3.7133e-06
1.1228e+03,3.7166e-06
1.1230e+03,3.7133e-06
1.1232e+03,3.7200e-06
1.1234e+03,3.7333e-06
1.1236e+03,3.7099e-06
1.1238e+03,3.6932e-06
1.1240e+03,3.7200e-06
1.1242e+03,3.7434e-06
1.1244e+03,3.7233e-06
1.1246e+03,3.7099e-06
1.1248e+03,3.7266e-06
1.1250e+03,3.7266e-06
1.1252e+03,3.6865e-06
1.1254e+03,3.6765e-06
1.1256e+03,3.6932e-06
1.1258e+03,3.7066e-06
1.1260e+03,3.6999e-06
1.1262e+03,3.7166e-06
1.1264e+03,3.7266e-06
1.1266e+03,3.7200e-06
1.1268e+03,3.7032e-06
1.1270e+03,3.7200e-06
1.1272e+03,3.7200e-06
1.1274e+03,3.6832e-06
1.1276e+03,3.6798e-06
1.1278e+03,3.6865e-06
1.1280e+03,3.6832e-06
1.1282e+03,3.6731e-06
1.1284e+03,3.7066e-06
1.1286e+03,3.7233e-06
1.1288e+03,3.7066e-06
1.1290e+03,3.6965e-06
1.1292e+03,3.7166e-06
1.1294e+03,3.7133e-06
1.1296e+03,3.6832e-06
1.1298e+03,3.6698e-06
1.1300e+03,3.6865e-06
1.1302e+03,3.6832e-06
1.1304e+03,3.6798e-06
1.1306e+03,3.7032e-06
1.1308e+03,3.7200e-06
1.1310e+03,3.7099e-06
1.1312e+03,3.7066e-06
1.1314e+03,3.7200e-06
1.1316e+03,3.7133e-06
1.1318e+03,3.6898e-06
1.1320e+03,3.6865e-06
1.1322e+03,3.7032e-06
1.1324e+03,3.6932e-06
1.1326e+03,3.6832e-06
1.1328e+03,3.6932e-06
1.1330e+03,3.6999e-06
1.1332e+03,3.6731e-06
1.1334e+03,3.6664e-06
1.1336e+03,3.6765e-06
1.1338e+03,3.6731e-06
1.1340e+03,3.6430e-06
1.1342e+03,3.6397e-06
1.1344e+03,3.6196e-06
1.1346e+03,3.5861e-06
1.1348e+03,3.5694e-06
1.1350e+03,3.6062e-06
1.1352e+03,3.6397e-06
1.1354e+03,3.6464e-06
1.1356e+03,3.6530e-06
1.1358e+03,3.6664e-06
1.1360e+03,3.6464e-06
1.1362e+03,3.6363e-06
1.1364e+03,3.6698e-06
1.1366e+03,3.6999e-06
1.1368e+03,3.6765e-06
1.1370e+03,3.6597e-06
1.1372e+03,3.6765e-06
1.1374e+03,3.6731e-06
1.1376e+03,3.6631e-06
1.1378e+03,3.6664e-06
1.1380e+03,3.6832e-06
1.1382e+03,3.6564e-06
1.1384e+03,3.6330e-06
1.1386e+03,3.6430e-06
1.1388e+03,3.6631e-06
1.1390e+03,3.6464e-06
1.1392e+03,3.6397e-06
1.1394e+03,3.6464e-06
1.1396e+03,3.6430e-06
1.1398e+03,3.6062e-06
1.1400e+03,3.6096e-06
1.1402e+03,3.6229e-06
1.1404e+03,3.6263e-06
1.1406e+03,3.6029e-06
1.1408e+03,3.6096e-06
1.1410e+03,3.6229e-06
1.1412e+03,3.6129e-06
1.1414e+03,3.6129e-06
1.1416e+03,3.6363e-06
1.1418e+03,3.6464e-06
1.1420e+03,3.6397e-06
1.1422e+03,3.6497e-06
1.1424e+03,3.6631e-06
1.1426e+03,3.6497e-06
1.1428e+03,3.6296e-06
1.1430e+03,3.6497e-06
1.1432e+03,3.6631e-06
1.1434e+03,3.6497e-06
1.1436e+03,3.6397e-06
1.1438e+03,3.6564e-06
1.1440e+03,3.6497e-06
1.1442e+03,3.6296e-06
1.1444e+03,3.6430e-06
1.1446e+03,3.6664e-06
1.1448e+03,3.6664e-06
1.1450e+03,3.6430e-06
1.1452e+03,3.6530e-06
1.1454e+03,3.6564e-06
1.1456e+03,3.6430e-06
1.1458e+03,3.6430e-06
1.1460e+03,3.6631e-06
1.1462e+03,3.6597e-06
1.1464e+03,3.6330e-06
1.1466e+03,3.6296e-06
