sigma_a_Yb:FP15_x	sigma_a_Yb:FP15_y	sigma_e_Füchtbauer_x	sigma_e_Füchtbauer_y	sigma_e_McCumber_x	sigma_e_McCumber_y	sigma_e_average_x	sigma_e_average_y	sigma_a_average_x	sigma_a_average_y
9.79900e+02	4.55621e-21	9.79900e+02	7.60432e-21	9.79900e+02	7.14114e-21	9.79900e+02	7.60432e-21	9.79900e+02	4.85173e-21
9.80250e+02	4.26894e-21	9.80250e+02	7.23539e-21	9.80250e+02	6.81089e-21	9.80250e+02	7.23539e-21	9.80250e+02	4.53502e-21
9.80600e+02	4.01866e-21	9.80600e+02	6.90060e-21	9.80600e+02	6.52646e-21	9.80600e+02	6.90060e-21	9.80600e+02	4.24903e-21
9.80950e+02	3.81067e-21	9.80950e+02	6.61884e-21	9.80950e+02	6.29949e-21	9.80950e+02	6.61884e-21	9.80950e+02	4.00384e-21
9.81300e+02	3.62803e-21	9.81300e+02	6.39602e-21	9.81300e+02	6.10490e-21	9.81300e+02	6.39602e-21	9.81300e+02	3.80104e-21
9.81650e+02	3.47047e-21	9.81650e+02	6.21298e-21	9.81650e+02	5.94419e-21	9.81650e+02	6.21298e-21	9.81650e+02	3.62740e-21
9.82000e+02	3.33019e-21	9.82000e+02	6.04892e-21	9.82000e+02	5.80582e-21	9.82000e+02	6.04892e-21	9.82000e+02	3.46962e-21
9.82350e+02	3.20638e-21	9.82350e+02	5.90674e-21	9.82350e+02	5.68980e-21	9.82350e+02	5.90674e-21	9.82350e+02	3.32863e-21
9.82700e+02	3.09519e-21	9.82700e+02	5.80262e-21	9.82700e+02	5.59048e-21	9.82700e+02	5.80262e-21	9.82700e+02	3.21264e-21
9.83050e+02	2.99514e-21	9.83050e+02	5.73284e-21	9.83050e+02	5.50623e-21	9.83050e+02	5.73284e-21	9.83050e+02	3.11841e-21
9.83400e+02	2.90612e-21	9.83400e+02	5.66617e-21	9.83400e+02	5.43777e-21	9.83400e+02	5.66617e-21	9.83400e+02	3.02819e-21
9.83750e+02	2.82565e-21	9.83750e+02	5.57901e-21	9.83750e+02	5.38132e-21	9.83750e+02	5.57901e-21	9.83750e+02	2.92945e-21
9.84100e+02	2.75443e-21	9.84100e+02	5.48951e-21	9.84100e+02	5.33902e-21	9.84100e+02	5.48951e-21	9.84100e+02	2.83207e-21
9.84450e+02	2.68797e-21	9.84450e+02	5.44099e-21	9.84450e+02	5.30282e-21	9.84450e+02	5.44099e-21	9.84450e+02	2.75800e-21
9.84800e+02	2.62906e-21	9.84800e+02	5.44751e-21	9.84800e+02	5.27876e-21	9.84800e+02	5.44751e-21	9.84800e+02	2.71311e-21
9.85150e+02	2.57400e-21	9.85150e+02	5.46827e-21	9.85150e+02	5.25995e-21	9.85150e+02	5.46827e-21	9.85150e+02	2.67594e-21
9.85500e+02	2.52234e-21	9.85500e+02	5.44833e-21	9.85500e+02	5.24582e-21	9.85500e+02	5.44833e-21	9.85500e+02	2.61971e-21
9.85850e+02	2.47451e-21	9.85850e+02	5.38228e-21	9.85850e+02	5.23758e-21	9.85850e+02	5.38228e-21	9.85850e+02	2.54287e-21
9.86200e+02	2.42897e-21	9.86200e+02	5.32434e-21	9.86200e+02	5.23226e-21	9.86200e+02	5.32434e-21	9.86200e+02	2.47171e-21
9.86550e+02	2.38639e-21	9.86550e+02	5.32916e-21	9.86550e+02	5.23154e-21	9.86550e+02	5.32916e-21	9.86550e+02	2.43092e-21
9.86900e+02	2.34463e-21	9.86900e+02	5.39012e-21	9.86900e+02	5.23093e-21	9.86900e+02	5.39012e-21	9.86900e+02	2.41599e-21
9.87250e+02	2.30334e-21	9.87250e+02	5.44585e-21	9.87250e+02	5.22963e-21	9.87250e+02	5.44585e-21	9.87250e+02	2.39857e-21
9.87600e+02	2.26381e-21	9.87600e+02	5.44624e-21	9.87600e+02	5.23068e-21	9.87600e+02	5.44624e-21	9.87600e+02	2.35710e-21
9.87950e+02	2.22623e-21	9.87950e+02	5.40188e-21	9.87950e+02	5.23465e-21	9.87950e+02	5.40188e-21	9.87950e+02	2.29735e-21
9.88300e+02	2.18754e-21	9.88300e+02	5.36420e-21	9.88300e+02	5.23441e-21	9.88300e+02	5.36420e-21	9.88300e+02	2.24178e-21
9.88650e+02	2.14907e-21	9.88650e+02	5.36598e-21	9.88650e+02	5.23299e-21	9.88650e+02	5.36598e-21	9.88650e+02	2.20369e-21
9.89000e+02	2.11084e-21	9.89000e+02	5.39234e-21	9.89000e+02	5.23044e-21	9.89000e+02	5.39234e-21	9.89000e+02	2.17618e-21
9.89350e+02	2.07376e-21	9.89350e+02	5.40866e-21	9.89350e+02	5.22900e-21	9.89350e+02	5.40866e-21	9.89350e+02	2.14501e-21
9.89700e+02	2.03921e-21	9.89700e+02	5.40403e-21	9.89700e+02	5.23231e-21	9.89700e+02	5.40403e-21	9.89700e+02	2.10613e-21
9.90050e+02	2.00716e-21	9.90050e+02	5.39804e-21	9.90050e+02	5.24060e-21	9.90050e+02	5.39804e-21	9.90050e+02	2.06746e-21
9.90400e+02	1.97643e-21	9.90400e+02	5.41049e-21	9.90400e+02	5.25101e-21	9.90400e+02	5.41049e-21	9.90400e+02	2.03646e-21
9.90750e+02	1.94886e-21	9.90750e+02	5.43715e-21	9.90750e+02	5.26864e-21	9.90750e+02	5.43715e-21	9.90750e+02	2.01120e-21
9.91100e+02	1.92141e-21	9.91100e+02	5.45915e-21	9.91100e+02	5.28551e-21	9.91100e+02	5.45915e-21	9.91100e+02	1.98453e-21
9.91450e+02	1.89524e-21	9.91450e+02	5.46832e-21	9.91450e+02	5.30490e-21	9.91450e+02	5.46832e-21	9.91450e+02	1.95362e-21
9.91800e+02	1.86874e-21	9.91800e+02	5.47455e-21	9.91800e+02	5.32234e-21	9.91800e+02	5.47455e-21	9.91800e+02	1.92218e-21
9.92150e+02	1.84251e-21	9.92150e+02	5.49037e-21	9.92150e+02	5.33946e-21	9.92150e+02	5.49037e-21	9.92150e+02	1.89458e-21
9.92500e+02	1.81715e-21	9.92500e+02	5.51708e-21	9.92500e+02	5.35806e-21	9.92500e+02	5.51708e-21	9.92500e+02	1.87107e-21
9.92850e+02	1.79349e-21	9.92850e+02	5.54907e-21	9.92850e+02	5.38074e-21	9.92850e+02	5.54907e-21	9.92850e+02	1.84960e-21
9.93200e+02	1.77099e-21	9.93200e+02	5.58451e-21	9.93200e+02	5.40602e-21	9.93200e+02	5.58451e-21	9.93200e+02	1.82946e-21
9.93550e+02	1.74693e-21	9.93550e+02	5.62353e-21	9.93550e+02	5.42564e-21	9.93550e+02	5.62353e-21	9.93550e+02	1.81065e-21
9.93900e+02	1.72303e-21	9.93900e+02	5.65755e-21	9.93900e+02	5.44474e-21	9.93900e+02	5.65755e-21	9.93900e+02	1.79038e-21
9.94250e+02	1.69890e-21	9.94250e+02	5.67002e-21	9.94250e+02	5.46204e-21	9.94250e+02	5.67002e-21	9.94250e+02	1.76359e-21
9.94600e+02	1.67580e-21	9.94600e+02	5.65394e-21	9.94600e+02	5.48159e-21	9.94600e+02	5.65394e-21	9.94600e+02	1.72849e-21
9.94950e+02	1.65168e-21	9.94950e+02	5.62546e-21	9.94950e+02	5.49671e-21	9.94950e+02	5.62546e-21	9.94950e+02	1.69037e-21
9.95300e+02	1.62881e-21	9.95300e+02	5.61316e-21	9.95300e+02	5.51487e-21	9.95300e+02	5.61316e-21	9.95300e+02	1.65784e-21
9.95650e+02	1.60751e-21	9.95650e+02	5.63197e-21	9.95650e+02	5.53733e-21	9.95650e+02	5.63197e-21	9.95650e+02	1.63499e-21
9.96000e+02	1.58744e-21	9.96000e+02	5.67143e-21	9.96000e+02	5.56315e-21	9.96000e+02	5.67143e-21	9.96000e+02	1.61834e-21
9.96350e+02	1.56757e-21	9.96350e+02	5.71123e-21	9.96350e+02	5.58884e-21	9.96350e+02	5.71123e-21	9.96350e+02	1.60190e-21
9.96700e+02	1.54764e-21	9.96700e+02	5.74418e-21	9.96700e+02	5.61346e-21	9.96700e+02	5.74418e-21	9.96700e+02	1.58368e-21
9.97050e+02	1.52805e-21	9.97050e+02	5.77876e-21	9.97050e+02	5.63844e-21	9.97050e+02	5.77876e-21	9.97050e+02	1.56608e-21
9.97400e+02	1.50812e-21	9.97400e+02	5.82046e-21	9.97400e+02	5.66125e-21	9.97400e+02	5.82046e-21	9.97400e+02	1.55053e-21
9.97750e+02	1.48808e-21	9.97750e+02	5.85777e-21	9.97750e+02	5.68268e-21	9.97750e+02	5.85777e-21	9.97750e+02	1.53393e-21
9.98100e+02	1.46782e-21	9.98100e+02	5.87178e-21	9.98100e+02	5.70227e-21	9.98100e+02	5.87178e-21	9.98100e+02	1.51146e-21
9.98450e+02	1.44909e-21	9.98450e+02	5.85768e-21	9.98450e+02	5.72674e-21	9.98450e+02	5.85768e-21	9.98450e+02	1.48222e-21
9.98800e+02	1.43262e-21	9.98800e+02	5.83197e-21	9.98800e+02	5.75941e-21	9.98800e+02	5.83197e-21	9.98800e+02	1.45067e-21
9.99150e+02	1.41571e-21	9.99150e+02	5.81697e-21	9.99150e+02	5.78967e-21	9.99150e+02	5.81697e-21	9.99150e+02	1.42239e-21
9.99500e+02	1.39637e-21	9.99500e+02	5.82111e-21	9.99500e+02	5.80903e-21	9.99500e+02	5.82111e-21	9.99500e+02	1.39928e-21
9.99850e+02	1.37582e-21	9.99850e+02	5.83603e-21	9.99850e+02	5.82215e-21	9.99850e+02	5.83603e-21	9.99850e+02	1.37910e-21
1.00020e+03	1.35378e-21	1.00020e+03	5.84975e-21	1.00020e+03	5.82752e-21	1.00020e+03	5.84975e-21	1.00020e+03	1.35894e-21
1.00055e+03	1.33109e-21	1.00055e+03	5.85810e-21	1.00055e+03	5.82842e-21	1.00055e+03	5.85810e-21	1.00055e+03	1.33786e-21
1.00090e+03	1.30698e-21	1.00090e+03	5.86332e-21	1.00090e+03	5.82125e-21	1.00090e+03	5.86332e-21	1.00090e+03	1.31642e-21
1.00125e+03	1.28224e-21	1.00125e+03	5.86654e-21	1.00125e+03	5.80919e-21	1.00125e+03	5.86654e-21	1.00125e+03	1.29490e-21
1.00160e+03	1.25803e-21	1.00160e+03	5.86569e-21	1.00160e+03	5.79737e-21	1.00160e+03	5.86569e-21	1.00160e+03	1.27285e-21
1.00195e+03	1.23507e-21	1.00195e+03	5.85995e-21	1.00195e+03	5.78924e-21	1.00195e+03	5.85995e-21	1.00195e+03	1.25016e-21
1.00230e+03	1.21141e-21	1.00230e+03	5.85185e-21	1.00230e+03	5.77569e-21	1.00230e+03	5.85185e-21	1.00230e+03	1.22739e-21
1.00265e+03	1.18684e-21	1.00265e+03	5.84350e-21	1.00265e+03	5.75546e-21	1.00265e+03	5.84350e-21	1.00265e+03	1.20499e-21
1.00300e+03	1.16256e-21	1.00300e+03	5.83266e-21	1.00300e+03	5.73427e-21	1.00300e+03	5.83266e-21	1.00300e+03	1.18251e-21
1.00335e+03	1.13971e-21	1.00335e+03	5.81522e-21	1.00335e+03	5.71775e-21	1.00335e+03	5.81522e-21	1.00335e+03	1.15914e-21
1.00370e+03	1.11670e-21	1.00370e+03	5.79062e-21	1.00370e+03	5.69807e-21	1.00370e+03	5.79062e-21	1.00370e+03	1.13484e-21
1.00405e+03	1.09272e-21	1.00405e+03	5.76266e-21	1.00405e+03	5.67099e-21	1.00405e+03	5.76266e-21	1.00405e+03	1.11039e-21
1.00440e+03	1.06923e-21	1.00440e+03	5.73435e-21	1.00440e+03	5.64383e-21	1.00440e+03	5.73435e-21	1.00440e+03	1.08638e-21
1.00475e+03	1.04588e-21	1.00475e+03	5.70405e-21	1.00475e+03	5.61475e-21	1.00475e+03	5.70405e-21	1.00475e+03	1.06251e-21
1.00510e+03	1.02267e-21	1.00510e+03	5.66819e-21	1.00510e+03	5.58375e-21	1.00510e+03	5.66819e-21	1.00510e+03	1.03813e-21
1.00545e+03	9.98908e-22	1.00545e+03	5.62655e-21	1.00545e+03	5.54694e-21	1.00545e+03	5.62655e-21	1.00545e+03	1.01324e-21
1.00580e+03	9.76628e-22	1.00580e+03	5.58272e-21	1.00580e+03	5.51554e-21	1.00580e+03	5.58272e-21	1.00580e+03	9.88522e-22
1.00615e+03	9.55137e-22	1.00615e+03	5.53943e-21	1.00615e+03	5.48595e-21	1.00615e+03	5.53943e-21	1.00615e+03	9.64449e-22
1.00650e+03	9.33973e-22	1.00650e+03	5.49569e-21	1.00650e+03	5.45559e-21	1.00650e+03	5.49569e-21	1.00650e+03	9.40838e-22
1.00685e+03	9.10390e-22	1.00685e+03	5.44988e-21	1.00685e+03	5.40819e-21	1.00685e+03	5.44988e-21	1.00685e+03	9.17410e-22
1.00720e+03	8.86507e-22	1.00720e+03	5.40420e-21	1.00720e+03	5.35571e-21	1.00720e+03	5.40420e-21	1.00720e+03	8.94532e-22
1.00755e+03	8.64221e-22	1.00755e+03	5.36362e-21	1.00755e+03	5.30966e-21	1.00755e+03	5.36362e-21	1.00755e+03	8.73004e-22
1.00790e+03	8.42951e-22	1.00790e+03	5.33025e-21	1.00790e+03	5.26678e-21	1.00790e+03	5.33025e-21	1.00790e+03	8.53110e-22
1.00825e+03	8.23153e-22	1.00825e+03	5.30054e-21	1.00825e+03	5.23022e-21	1.00825e+03	5.30054e-21	1.00825e+03	8.34221e-22
1.00860e+03	8.04604e-22	1.00860e+03	5.26939e-21	1.00860e+03	5.19891e-21	1.00860e+03	5.26939e-21	1.00860e+03	8.15511e-22
1.00895e+03	7.87440e-22	1.00895e+03	5.23597e-21	1.00895e+03	5.17409e-21	1.00895e+03	5.23597e-21	1.00895e+03	7.96858e-22
1.00930e+03	7.70615e-22	1.00930e+03	5.20387e-21	1.00930e+03	5.14914e-21	1.00930e+03	5.20387e-21	1.00930e+03	7.78806e-22
1.00965e+03	7.52604e-22	1.00965e+03	5.17582e-21	1.00965e+03	5.11375e-21	1.00965e+03	5.17582e-21	1.00965e+03	7.61739e-22
1.01000e+03	7.33799e-22	1.01000e+03	5.15033e-21	1.01000e+03	5.07015e-21	1.01000e+03	5.15033e-21	1.01000e+03	7.45403e-22
1.01035e+03	7.15657e-22	1.01035e+03	5.12440e-21	1.01035e+03	5.02822e-21	1.01035e+03	5.12440e-21	1.01035e+03	7.29346e-22
1.01070e+03	6.99621e-22	1.01070e+03	5.09811e-21	1.01070e+03	4.99843e-21	1.01070e+03	5.09811e-21	1.01070e+03	7.13574e-22
1.01105e+03	6.84970e-22	1.01105e+03	5.07451e-21	1.01105e+03	4.97620e-21	1.01105e+03	5.07451e-21	1.01105e+03	6.98503e-22
1.01140e+03	6.70601e-22	1.01140e+03	5.05510e-21	1.01140e+03	4.95383e-21	1.01140e+03	5.05510e-21	1.01140e+03	6.84310e-22
1.01175e+03	6.56453e-22	1.01175e+03	5.03738e-21	1.01175e+03	4.93090e-21	1.01175e+03	5.03738e-21	1.01175e+03	6.70628e-22
1.01210e+03	6.42324e-22	1.01210e+03	5.01786e-21	1.01210e+03	4.90589e-21	1.01210e+03	5.01786e-21	1.01210e+03	6.56985e-22
1.01245e+03	6.27664e-22	1.01245e+03	4.99630e-21	1.01245e+03	4.87446e-21	1.01245e+03	4.99630e-21	1.01245e+03	6.43353e-22
1.01280e+03	6.13054e-22	1.01280e+03	4.97525e-21	1.01280e+03	4.84093e-21	1.01280e+03	4.97525e-21	1.01280e+03	6.30064e-22
1.01315e+03	6.00139e-22	1.01315e+03	4.95576e-21	1.01315e+03	4.81845e-21	1.01315e+03	4.95576e-21	1.01315e+03	6.17240e-22
1.01350e+03	5.88133e-22	1.01350e+03	4.93547e-21	1.01350e+03	4.80122e-21	1.01350e+03	4.93547e-21	1.01350e+03	6.04578e-22
1.01385e+03	5.76822e-22	1.01385e+03	4.91205e-21	1.01385e+03	4.78777e-21	1.01385e+03	4.91205e-21	1.01385e+03	5.91794e-22
1.01420e+03	5.65757e-22	1.01420e+03	4.88717e-21	1.01420e+03	4.77455e-21	1.01420e+03	4.88717e-21	1.01420e+03	5.79101e-22
1.01455e+03	5.54000e-22	1.01455e+03	4.86529e-21	1.01455e+03	4.75355e-21	1.01455e+03	4.86529e-21	1.01455e+03	5.67022e-22
1.01490e+03	5.42137e-22	1.01490e+03	4.84829e-21	1.01490e+03	4.72953e-21	1.01490e+03	4.84829e-21	1.01490e+03	5.55750e-22
1.01525e+03	5.31132e-22	1.01525e+03	4.83278e-21	1.01525e+03	4.71094e-21	1.01525e+03	4.83278e-21	1.01525e+03	5.44868e-22
1.01560e+03	5.19573e-22	1.01560e+03	4.81363e-21	1.01560e+03	4.68536e-21	1.01560e+03	4.81363e-21	1.01560e+03	5.33798e-22
1.01595e+03	5.09136e-22	1.01595e+03	4.78943e-21	1.01595e+03	4.66784e-21	1.01595e+03	4.78943e-21	1.01595e+03	5.22398e-22
1.01630e+03	4.99317e-22	1.01630e+03	4.76309e-21	1.01630e+03	4.65414e-21	1.01630e+03	4.76309e-21	1.01630e+03	5.11005e-22
1.01665e+03	4.89214e-22	1.01665e+03	4.73773e-21	1.01665e+03	4.63594e-21	1.01665e+03	4.73773e-21	1.01665e+03	4.99955e-22
1.01700e+03	4.79073e-22	1.01700e+03	4.71336e-21	1.01700e+03	4.61543e-21	1.01700e+03	4.71336e-21	1.01700e+03	4.89237e-22
1.01735e+03	4.69416e-22	1.01735e+03	4.68820e-21	1.01735e+03	4.59763e-21	1.01735e+03	4.68820e-21	1.01735e+03	4.78662e-22
1.01770e+03	4.59296e-22	1.01770e+03	4.66186e-21	1.01770e+03	4.57331e-21	1.01770e+03	4.66186e-21	1.01770e+03	4.68189e-22
1.01805e+03	4.49186e-22	1.01805e+03	4.63545e-21	1.01805e+03	4.54695e-21	1.01805e+03	4.63545e-21	1.01805e+03	4.57929e-22
1.01840e+03	4.39150e-22	1.01840e+03	4.60887e-21	1.01840e+03	4.51917e-21	1.01840e+03	4.60887e-21	1.01840e+03	4.47867e-22
1.01875e+03	4.28888e-22	1.01875e+03	4.57993e-21	1.01875e+03	4.48679e-21	1.01875e+03	4.57993e-21	1.01875e+03	4.37791e-22
1.01910e+03	4.18952e-22	1.01910e+03	4.54729e-21	1.01910e+03	4.45552e-21	1.01910e+03	4.54729e-21	1.01910e+03	4.27581e-22
1.01945e+03	4.09191e-22	1.01945e+03	4.51351e-21	1.01945e+03	4.42381e-21	1.01945e+03	4.51351e-21	1.01945e+03	4.17488e-22
1.01980e+03	3.99551e-22	1.01980e+03	4.48340e-21	1.01980e+03	4.39111e-21	1.01980e+03	4.48340e-21	1.01980e+03	4.07948e-22
1.02015e+03	3.91402e-22	1.02015e+03	4.45901e-21	1.02015e+03	4.37272e-21	1.02015e+03	4.45901e-21	1.02015e+03	3.99126e-22
1.02050e+03	3.83592e-22	1.02050e+03	4.43713e-21	1.02050e+03	4.35632e-21	1.02050e+03	4.43713e-21	1.02050e+03	3.90707e-22
1.02085e+03	3.75074e-22	1.02085e+03	4.41231e-21	1.02085e+03	4.32997e-21	1.02085e+03	4.41231e-21	1.02085e+03	3.82206e-22
1.02120e+03	3.66118e-22	1.02120e+03	4.38174e-21	1.02120e+03	4.29637e-21	1.02120e+03	4.38174e-21	1.02120e+03	3.73393e-22
1.02155e+03	3.56194e-22	1.02155e+03	4.34641e-21	1.02155e+03	4.24888e-21	1.02155e+03	4.34641e-21	1.02155e+03	3.64370e-22
1.02190e+03	3.45988e-22	1.02190e+03	4.30817e-21	1.02190e+03	4.19519e-21	1.02190e+03	4.30817e-21	1.02190e+03	3.55306e-22
1.02225e+03	3.35574e-22	1.02225e+03	4.26728e-21	1.02225e+03	4.13596e-21	1.02225e+03	4.26728e-21	1.02225e+03	3.46229e-22
1.02260e+03	3.25857e-22	1.02260e+03	4.22360e-21	1.02260e+03	4.08233e-21	1.02260e+03	4.22360e-21	1.02260e+03	3.37134e-22
1.02295e+03	3.17805e-22	1.02295e+03	4.17891e-21	1.02295e+03	4.04696e-21	1.02295e+03	4.17891e-21	1.02295e+03	3.28166e-22
1.02330e+03	3.12221e-22	1.02330e+03	4.13639e-21	1.02330e+03	4.04123e-21	1.02330e+03	4.13639e-21	1.02330e+03	3.19572e-22
1.02365e+03	3.06261e-22	1.02365e+03	4.09752e-21	1.02365e+03	4.02922e-21	1.02365e+03	4.09752e-21	1.02365e+03	3.11452e-22
1.02400e+03	3.00355e-22	1.02400e+03	4.06053e-21	1.02400e+03	4.01642e-21	1.02400e+03	4.06053e-21	1.02400e+03	3.03654e-22
1.02435e+03	2.94064e-22	1.02435e+03	4.02261e-21	1.02435e+03	3.99681e-21	1.02435e+03	4.02261e-21	1.02435e+03	2.95962e-22
1.02470e+03	2.86895e-22	1.02470e+03	3.98311e-21	1.02470e+03	3.96332e-21	1.02470e+03	3.98311e-21	1.02470e+03	2.88328e-22
1.02505e+03	2.79427e-22	1.02505e+03	3.94360e-21	1.02505e+03	3.92341e-21	1.02505e+03	3.94360e-21	1.02505e+03	2.80865e-22
1.02540e+03	2.71973e-22	1.02540e+03	3.90517e-21	1.02540e+03	3.88127e-21	1.02540e+03	3.90517e-21	1.02540e+03	2.73647e-22
1.02575e+03	2.66114e-22	1.02575e+03	3.86694e-21	1.02575e+03	3.85981e-21	1.02575e+03	3.86694e-21	1.02575e+03	2.66606e-22
1.02610e+03	2.61118e-22	1.02610e+03	3.82786e-21	1.02610e+03	3.84927e-21	1.02610e+03	3.82786e-21	1.02610e+03	2.59665e-22
1.02645e+03	2.56536e-22	1.02645e+03	3.78905e-21	1.02645e+03	3.84353e-21	1.02645e+03	3.78905e-21	1.02645e+03	2.52900e-22
1.02680e+03	2.51313e-22	1.02680e+03	3.75304e-21	1.02680e+03	3.82676e-21	1.02680e+03	3.75304e-21	1.02680e+03	2.46471e-22
1.02715e+03	2.46396e-22	1.02715e+03	3.72060e-21	1.02715e+03	3.81313e-21	1.02715e+03	3.72060e-21	1.02715e+03	2.40418e-22
1.02750e+03	2.40281e-22	1.02750e+03	3.68949e-21	1.02750e+03	3.77913e-21	1.02750e+03	3.68949e-21	1.02750e+03	2.34582e-22
1.02785e+03	2.34122e-22	1.02785e+03	3.65700e-21	1.02785e+03	3.74228e-21	1.02785e+03	3.65700e-21	1.02785e+03	2.28788e-22
1.02820e+03	2.29385e-22	1.02820e+03	3.62341e-21	1.02820e+03	3.72626e-21	1.02820e+03	3.62341e-21	1.02820e+03	2.23053e-22
1.02855e+03	2.26082e-22	1.02855e+03	3.59174e-21	1.02855e+03	3.73237e-21	1.02855e+03	3.59174e-21	1.02855e+03	2.17563e-22
1.02890e+03	2.24122e-22	1.02890e+03	3.56442e-21	1.02890e+03	3.76019e-21	1.02890e+03	3.56442e-21	1.02890e+03	2.12453e-22
1.02925e+03	2.21255e-22	1.02925e+03	3.54089e-21	1.02925e+03	3.77243e-21	1.02925e+03	3.54089e-21	1.02925e+03	2.07676e-22
1.02960e+03	2.17016e-22	1.02960e+03	3.51908e-21	1.02960e+03	3.76024e-21	1.02960e+03	3.51908e-21	1.02960e+03	2.03098e-22
1.02995e+03	2.11828e-22	1.02995e+03	3.49844e-21	1.02995e+03	3.72991e-21	1.02995e+03	3.49844e-21	1.02995e+03	1.98682e-22
1.03030e+03	2.05895e-22	1.03030e+03	3.48038e-21	1.03030e+03	3.68425e-21	1.03030e+03	3.48038e-21	1.03030e+03	1.94502e-22
1.03065e+03	1.99182e-22	1.03065e+03	3.46574e-21	1.03065e+03	3.62189e-21	1.03065e+03	3.46574e-21	1.03065e+03	1.90595e-22
1.03100e+03	1.93536e-22	1.03100e+03	3.45286e-21	1.03100e+03	3.57623e-21	1.03100e+03	3.45286e-21	1.03100e+03	1.86860e-22
1.03135e+03	1.89873e-22	1.03135e+03	3.43888e-21	1.03135e+03	3.56532e-21	1.03135e+03	3.43888e-21	1.03135e+03	1.83139e-22
1.03170e+03	1.86195e-22	1.03170e+03	3.42233e-21	1.03170e+03	3.55281e-21	1.03170e+03	3.42233e-21	1.03170e+03	1.79357e-22
1.03205e+03	1.82206e-22	1.03205e+03	3.40356e-21	1.03205e+03	3.53288e-21	1.03205e+03	3.40356e-21	1.03205e+03	1.75536e-22
1.03240e+03	1.78831e-22	1.03240e+03	3.38269e-21	1.03240e+03	3.52346e-21	1.03240e+03	3.38269e-21	1.03240e+03	1.71686e-22
1.03275e+03	1.75598e-22	1.03275e+03	3.35825e-21	1.03275e+03	3.51559e-21	1.03275e+03	3.35825e-21	1.03275e+03	1.67739e-22
1.03310e+03	1.72623e-22	1.03310e+03	3.32883e-21	1.03310e+03	3.51178e-21	1.03310e+03	3.32883e-21	1.03310e+03	1.63630e-22
1.03345e+03	1.69713e-22	1.03345e+03	3.29570e-21	1.03345e+03	3.50824e-21	1.03345e+03	3.29570e-21	1.03345e+03	1.59431e-22
1.03380e+03	1.67882e-22	1.03380e+03	3.26280e-21	1.03380e+03	3.52628e-21	1.03380e+03	3.26280e-21	1.03380e+03	1.55338e-22
1.03415e+03	1.66413e-22	1.03415e+03	3.23380e-21	1.03415e+03	3.55171e-21	1.03415e+03	3.23380e-21	1.03415e+03	1.51518e-22
1.03450e+03	1.63291e-22	1.03450e+03	3.20948e-21	1.03450e+03	3.54113e-21	1.03450e+03	3.20948e-21	1.03450e+03	1.47998e-22
1.03485e+03	1.58739e-22	1.03485e+03	3.18834e-21	1.03485e+03	3.49775e-21	1.03485e+03	3.18834e-21	1.03485e+03	1.44697e-22
1.03520e+03	1.55128e-22	1.03520e+03	3.16915e-21	1.03520e+03	3.47309e-21	1.03520e+03	3.16915e-21	1.03520e+03	1.41552e-22
1.03555e+03	1.53091e-22	1.03555e+03	3.15195e-21	1.03555e+03	3.48252e-21	1.03555e+03	3.15195e-21	1.03555e+03	1.38559e-22
1.03590e+03	1.52578e-22	1.03590e+03	3.13649e-21	1.03590e+03	3.52653e-21	1.03590e+03	3.13649e-21	1.03590e+03	1.35703e-22
1.03625e+03	1.53228e-22	1.03625e+03	3.12071e-21	1.03625e+03	3.59832e-21	1.03625e+03	3.12071e-21	1.03625e+03	1.32890e-22
1.03660e+03	1.54814e-22	1.03660e+03	3.10171e-21	1.03660e+03	3.69381e-21	1.03660e+03	3.10171e-21	1.03660e+03	1.29998e-22
1.03695e+03	1.58068e-22	1.03695e+03	3.07828e-21	1.03695e+03	3.83182e-21	1.03695e+03	3.07828e-21	1.03695e+03	1.26983e-22
1.03730e+03	1.58979e-22	1.03730e+03	3.05181e-21	1.03730e+03	3.91557e-21	1.03730e+03	3.05181e-21	1.03730e+03	1.23909e-22
1.03765e+03	1.56077e-22	1.03765e+03	3.02450e-21	1.03765e+03	3.90556e-21	1.03765e+03	3.02450e-21	1.03765e+03	1.20867e-22
1.03800e+03	1.52318e-22	1.03800e+03	2.99711e-21	1.03800e+03	3.87239e-21	1.03800e+03	2.99711e-21	1.03800e+03	1.17889e-22
1.03835e+03	1.48410e-22	1.03835e+03	2.96896e-21	1.03835e+03	3.83328e-21	1.03835e+03	2.96896e-21	1.03835e+03	1.14947e-22
1.03870e+03	1.43941e-22	1.03870e+03	2.93962e-21	1.03870e+03	3.77718e-21	1.03870e+03	2.93962e-21	1.03870e+03	1.12024e-22
1.03905e+03	1.40616e-22	1.03905e+03	2.90979e-21	1.03905e+03	3.74874e-21	1.03905e+03	2.90979e-21	1.03905e+03	1.09147e-22
1.03940e+03	1.39002e-22	1.03940e+03	2.88037e-21	1.03940e+03	3.76475e-21	1.03940e+03	2.88037e-21	1.03940e+03	1.06349e-22
1.03975e+03	1.38953e-22	1.03975e+03	2.85101e-21	1.03975e+03	3.82335e-21	1.03975e+03	2.85101e-21	1.03975e+03	1.03615e-22
1.04010e+03	1.39495e-22	1.04010e+03	2.82059e-21	1.04010e+03	3.89934e-21	1.04010e+03	2.82059e-21	1.04010e+03	1.00904e-22
