sigma_a_Yb:FP15_x	sigma_a_Yb:FP15_y	sigma_e_Füchtbauer_x	sigma_e_Füchtbauer_y	sigma_e_McCumber_x	sigma_e_McCumber_y	sigma_e_average_x	sigma_e_average_y	sigma_a_average_x	sigma_a_average_y
8.58800e+02	8.25816e-23	8.58800e+02	4.08017e-23	8.58800e+02	1.15766e-25	8.58800e+02	1.15766e-25	8.58800e+02	8.25816e-23
8.59150e+02	8.49249e-23	8.59150e+02	3.99793e-23	8.59150e+02	1.21838e-25	8.59150e+02	1.21838e-25	8.59150e+02	8.49249e-23
8.59500e+02	9.07706e-23	8.59500e+02	4.12613e-23	8.59500e+02	1.33270e-25	8.59500e+02	1.33270e-25	8.59500e+02	9.07706e-23
8.59850e+02	9.89652e-23	8.59850e+02	4.34436e-23	8.59850e+02	1.48697e-25	8.59850e+02	1.48697e-25	8.59850e+02	9.89652e-23
8.60200e+02	1.05190e-22	8.60200e+02	4.46298e-23	8.60200e+02	1.61740e-25	8.60200e+02	1.61740e-25	8.60200e+02	1.05190e-22
8.60550e+02	1.11666e-22	8.60550e+02	4.41917e-23	8.60550e+02	1.75704e-25	8.60550e+02	1.75704e-25	8.60550e+02	1.11666e-22
8.60900e+02	1.13204e-22	8.60900e+02	4.31731e-23	8.60900e+02	1.82277e-25	8.60900e+02	1.82277e-25	8.60900e+02	1.13204e-22
8.61250e+02	1.11946e-22	8.61250e+02	4.29782e-23	8.61250e+02	1.84450e-25	8.61250e+02	1.84450e-25	8.61250e+02	1.11946e-22
8.61600e+02	1.10380e-22	8.61600e+02	4.39734e-23	8.61600e+02	1.86102e-25	8.61600e+02	1.86102e-25	8.61600e+02	1.10380e-22
8.61950e+02	1.07599e-22	8.61950e+02	4.53901e-23	8.61950e+02	1.85632e-25	8.61950e+02	1.85632e-25	8.61950e+02	1.07599e-22
8.62300e+02	1.06044e-22	8.62300e+02	4.62920e-23	8.62300e+02	1.87200e-25	8.62300e+02	1.87200e-25	8.62300e+02	1.06044e-22
8.62650e+02	1.04843e-22	8.62650e+02	4.64067e-23	8.62650e+02	1.89376e-25	8.62650e+02	1.89376e-25	8.62650e+02	1.04843e-22
8.63000e+02	1.02520e-22	8.63000e+02	4.61366e-23	8.63000e+02	1.89476e-25	8.63000e+02	1.89476e-25	8.63000e+02	1.02520e-22
8.63350e+02	1.00173e-22	8.63350e+02	4.60602e-23	8.63350e+02	1.89430e-25	8.63350e+02	1.89430e-25	8.63350e+02	1.00173e-22
8.63700e+02	1.01197e-22	8.63700e+02	4.65026e-23	8.63700e+02	1.95798e-25	8.63700e+02	1.95798e-25	8.63700e+02	1.01197e-22
8.64050e+02	9.83336e-23	8.64050e+02	4.73616e-23	8.64050e+02	1.94661e-25	8.64050e+02	1.94661e-25	8.64050e+02	9.83336e-23
8.64400e+02	9.68909e-23	8.64400e+02	4.81341e-23	8.64400e+02	1.96239e-25	8.64400e+02	1.96239e-25	8.64400e+02	9.68909e-23
8.64750e+02	9.51205e-23	8.64750e+02	4.82000e-23	8.64750e+02	1.97105e-25	8.64750e+02	1.97105e-25	8.64750e+02	9.51205e-23
8.65100e+02	9.35295e-23	8.65100e+02	4.73552e-23	8.65100e+02	1.98282e-25	8.65100e+02	1.98282e-25	8.65100e+02	9.35295e-23
8.65450e+02	9.22371e-23	8.65450e+02	4.61583e-23	8.65450e+02	2.00052e-25	8.65450e+02	2.00052e-25	8.65450e+02	9.22371e-23
8.65800e+02	9.14654e-23	8.65800e+02	4.55561e-23	8.65800e+02	2.02950e-25	8.65800e+02	2.02950e-25	8.65800e+02	9.14654e-23
8.66150e+02	9.17528e-23	8.66150e+02	4.59498e-23	8.66150e+02	2.08275e-25	8.66150e+02	2.08275e-25	8.66150e+02	9.17528e-23
8.66500e+02	9.41657e-23	8.66500e+02	4.66835e-23	8.66500e+02	2.18671e-25	8.66500e+02	2.18671e-25	8.66500e+02	9.41657e-23
8.66850e+02	9.86235e-23	8.66850e+02	4.66911e-23	8.66850e+02	2.34288e-25	8.66850e+02	2.34288e-25	8.66850e+02	9.86235e-23
8.67200e+02	9.98030e-23	8.67200e+02	4.57412e-23	8.67200e+02	2.42536e-25	8.67200e+02	2.42536e-25	8.67200e+02	9.98030e-23
8.67550e+02	1.01371e-22	8.67550e+02	4.48578e-23	8.67550e+02	2.52000e-25	8.67550e+02	2.52000e-25	8.67550e+02	1.01371e-22
8.67900e+02	1.02684e-22	8.67900e+02	4.52897e-23	8.67900e+02	2.61117e-25	8.67900e+02	2.61117e-25	8.67900e+02	1.02684e-22
8.68250e+02	1.04439e-22	8.68250e+02	4.70831e-23	8.68250e+02	2.71667e-25	8.68250e+02	2.71667e-25	8.68250e+02	1.04439e-22
8.68600e+02	1.05375e-22	8.68600e+02	4.88920e-23	8.68600e+02	2.80376e-25	8.68600e+02	2.80376e-25	8.68600e+02	1.05375e-22
8.68950e+02	1.06724e-22	8.68950e+02	4.93184e-23	8.68950e+02	2.90462e-25	8.68950e+02	2.90462e-25	8.68950e+02	1.06724e-22
8.69300e+02	1.08045e-22	8.69300e+02	4.83137e-23	8.69300e+02	3.00779e-25	8.69300e+02	3.00779e-25	8.69300e+02	1.08045e-22
8.69650e+02	1.09656e-22	8.69650e+02	4.70861e-23	8.69650e+02	3.12237e-25	8.69650e+02	3.12237e-25	8.69650e+02	1.09656e-22
8.70000e+02	1.10341e-22	8.70000e+02	4.66865e-23	8.70000e+02	3.21357e-25	8.70000e+02	3.21357e-25	8.70000e+02	1.10341e-22
8.70350e+02	1.07481e-22	8.70350e+02	4.69490e-23	8.70350e+02	3.20167e-25	8.70350e+02	3.20167e-25	8.70350e+02	1.07481e-22
8.70700e+02	1.04119e-22	8.70700e+02	4.69786e-23	8.70700e+02	3.17217e-25	8.70700e+02	3.17217e-25	8.70700e+02	1.04119e-22
8.71050e+02	1.00390e-22	8.71050e+02	4.65053e-23	8.71050e+02	3.12820e-25	8.71050e+02	3.12820e-25	8.71050e+02	1.00390e-22
8.71400e+02	9.67957e-23	8.71400e+02	4.64116e-23	8.71400e+02	3.08481e-25	8.71400e+02	3.08481e-25	8.71400e+02	9.67957e-23
8.71750e+02	9.35954e-23	8.71750e+02	4.77560e-23	8.71750e+02	3.05061e-25	8.71750e+02	3.05061e-25	8.71750e+02	9.35954e-23
8.72100e+02	9.06062e-23	8.72100e+02	5.04250e-23	8.72100e+02	3.02025e-25	8.72100e+02	3.02025e-25	8.72100e+02	9.06062e-23
8.72450e+02	8.82300e-23	8.72450e+02	5.30009e-23	8.72450e+02	3.00778e-25	8.72450e+02	3.00778e-25	8.72450e+02	8.82300e-23
8.72800e+02	8.72881e-23	8.72800e+02	5.40489e-23	8.72800e+02	3.04314e-25	8.72800e+02	3.04314e-25	8.72800e+02	8.72881e-23
8.73150e+02	8.67309e-23	8.73150e+02	5.34394e-23	8.73150e+02	3.09221e-25	8.73150e+02	3.09221e-25	8.73150e+02	8.67309e-23
8.73500e+02	8.90012e-23	8.73500e+02	5.23284e-23	8.73500e+02	3.24499e-25	8.73500e+02	3.24499e-25	8.73500e+02	8.90012e-23
8.73850e+02	9.30965e-23	8.73850e+02	5.19226e-23	8.73850e+02	3.47108e-25	8.73850e+02	3.47108e-25	8.73850e+02	9.30965e-23
8.74200e+02	9.82117e-23	8.74200e+02	5.24032e-23	8.74200e+02	3.74455e-25	8.74200e+02	3.74455e-25	8.74200e+02	9.82117e-23
8.74550e+02	1.03033e-22	8.74550e+02	5.30476e-23	8.74550e+02	4.01708e-25	8.74550e+02	4.01708e-25	8.74550e+02	1.03033e-22
8.74900e+02	1.07615e-22	8.74900e+02	5.32005e-23	8.74900e+02	4.29039e-25	8.74900e+02	4.29039e-25	8.74900e+02	1.07615e-22
8.75250e+02	1.11973e-22	8.75250e+02	5.29282e-23	8.75250e+02	4.56478e-25	8.75250e+02	4.56478e-25	8.75250e+02	1.11973e-22
8.75600e+02	1.14370e-22	8.75600e+02	5.27439e-23	8.75600e+02	4.76756e-25	8.75600e+02	4.76756e-25	8.75600e+02	1.14370e-22
8.75950e+02	1.14061e-22	8.75950e+02	5.29179e-23	8.75950e+02	4.86170e-25	8.75950e+02	4.86170e-25	8.75950e+02	1.14061e-22
8.76300e+02	1.13407e-22	8.76300e+02	5.32465e-23	8.76300e+02	4.94254e-25	8.76300e+02	4.94254e-25	8.76300e+02	1.13407e-22
8.76650e+02	1.15552e-22	8.76650e+02	5.34475e-23	8.76650e+02	5.14917e-25	8.76650e+02	5.14917e-25	8.76650e+02	1.15552e-22
8.77000e+02	1.17127e-22	8.77000e+02	5.35494e-23	8.77000e+02	5.33655e-25	8.77000e+02	5.33655e-25	8.77000e+02	1.17127e-22
8.77350e+02	1.18914e-22	8.77350e+02	5.37335e-23	8.77350e+02	5.53953e-25	8.77350e+02	5.53953e-25	8.77350e+02	1.18914e-22
8.77700e+02	1.20177e-22	8.77700e+02	5.38925e-23	8.77700e+02	5.72386e-25	8.77700e+02	5.72386e-25	8.77700e+02	1.20177e-22
8.78050e+02	1.22773e-22	8.78050e+02	5.36173e-23	8.78050e+02	5.97850e-25	8.78050e+02	5.97850e-25	8.78050e+02	1.22773e-22
8.78400e+02	1.25216e-22	8.78400e+02	5.27881e-23	8.78400e+02	6.23394e-25	8.78400e+02	6.23394e-25	8.78400e+02	1.25216e-22
8.78750e+02	1.25526e-22	8.78750e+02	5.20673e-23	8.78750e+02	6.38916e-25	8.78750e+02	6.38916e-25	8.78750e+02	1.25526e-22
8.79100e+02	1.25483e-22	8.79100e+02	5.25190e-23	8.79100e+02	6.52967e-25	8.79100e+02	6.52967e-25	8.79100e+02	1.25483e-22
8.79450e+02	1.25622e-22	8.79450e+02	5.45356e-23	8.79450e+02	6.68289e-25	8.79450e+02	6.68289e-25	8.79450e+02	1.25622e-22
8.79800e+02	1.26732e-22	8.79800e+02	5.71913e-23	8.79800e+02	6.89230e-25	8.79800e+02	6.89230e-25	8.79800e+02	1.26732e-22
8.80150e+02	1.27266e-22	8.80150e+02	5.88695e-23	8.80150e+02	7.07563e-25	8.80150e+02	7.07563e-25	8.80150e+02	1.27266e-22
8.80500e+02	1.28227e-22	8.80500e+02	5.86981e-23	8.80500e+02	7.28788e-25	8.80500e+02	7.28788e-25	8.80500e+02	1.28227e-22
8.80850e+02	1.30364e-22	8.80850e+02	5.73808e-23	8.80850e+02	7.57426e-25	8.80850e+02	7.57426e-25	8.80850e+02	1.30364e-22
8.81200e+02	1.33038e-22	8.81200e+02	5.65453e-23	8.81200e+02	7.90148e-25	8.81200e+02	7.90148e-25	8.81200e+02	1.33038e-22
8.81550e+02	1.33818e-22	8.81550e+02	5.72367e-23	8.81550e+02	8.12440e-25	8.81550e+02	8.12440e-25	8.81550e+02	1.33818e-22
8.81900e+02	1.34319e-22	8.81900e+02	5.90466e-23	8.81900e+02	8.33590e-25	8.81900e+02	8.33590e-25	8.81900e+02	1.34319e-22
8.82250e+02	1.35441e-22	8.82250e+02	6.06614e-23	8.82250e+02	8.59204e-25	8.82250e+02	8.59204e-25	8.82250e+02	1.35441e-22
8.82600e+02	1.36096e-22	8.82600e+02	6.11557e-23	8.82600e+02	8.82494e-25	8.82600e+02	8.82494e-25	8.82600e+02	1.36096e-22
8.82950e+02	1.36342e-22	8.82950e+02	6.07059e-23	8.82950e+02	9.03673e-25	8.82950e+02	9.03673e-25	8.82950e+02	1.36342e-22
8.83300e+02	1.35836e-22	8.83300e+02	6.01673e-23	8.83300e+02	9.20246e-25	8.83300e+02	9.20246e-25	8.83300e+02	1.35836e-22
8.83650e+02	1.36320e-22	8.83650e+02	6.01552e-23	8.83650e+02	9.43947e-25	8.83650e+02	9.43947e-25	8.83650e+02	1.36320e-22
8.84000e+02	1.37435e-22	8.84000e+02	6.06057e-23	8.84000e+02	9.72693e-25	8.84000e+02	9.72693e-25	8.84000e+02	1.37435e-22
8.84350e+02	1.37884e-22	8.84350e+02	6.10808e-23	8.84350e+02	9.97418e-25	8.84350e+02	9.97418e-25	8.84350e+02	1.37884e-22
8.84700e+02	1.38707e-22	8.84700e+02	6.12823e-23	8.84700e+02	1.02550e-24	8.84700e+02	1.02550e-24	8.84700e+02	1.38707e-22
8.85050e+02	1.40940e-22	8.85050e+02	6.12071e-23	8.85050e+02	1.06498e-24	8.85050e+02	1.06498e-24	8.85050e+02	1.40940e-22
8.85400e+02	1.42805e-22	8.85400e+02	6.09385e-23	8.85400e+02	1.10284e-24	8.85400e+02	1.10284e-24	8.85400e+02	1.42805e-22
8.85750e+02	1.44965e-22	8.85750e+02	6.04590e-23	8.85750e+02	1.14416e-24	8.85750e+02	1.14416e-24	8.85750e+02	1.44965e-22
8.86100e+02	1.47086e-22	8.86100e+02	5.97209e-23	8.86100e+02	1.18644e-24	8.86100e+02	1.18644e-24	8.86100e+02	1.47086e-22
8.86450e+02	1.49859e-22	8.86450e+02	5.88537e-23	8.86450e+02	1.23536e-24	8.86450e+02	1.23536e-24	8.86450e+02	1.49859e-22
8.86800e+02	1.53431e-22	8.86800e+02	5.82527e-23	8.86800e+02	1.29258e-24	8.86800e+02	1.29258e-24	8.86800e+02	1.53431e-22
8.87150e+02	1.57151e-22	8.87150e+02	5.84217e-23	8.87150e+02	1.35296e-24	8.87150e+02	1.35296e-24	8.87150e+02	1.57151e-22
8.87500e+02	1.60529e-22	8.87500e+02	5.96266e-23	8.87500e+02	1.41234e-24	8.87500e+02	1.41234e-24	8.87500e+02	1.60529e-22
8.87850e+02	1.64239e-22	8.87850e+02	6.15623e-23	8.87850e+02	1.47663e-24	8.87850e+02	1.47663e-24	8.87850e+02	1.64239e-22
8.88200e+02	1.66958e-22	8.88200e+02	6.33431e-23	8.88200e+02	1.53393e-24	8.88200e+02	1.53393e-24	8.88200e+02	1.66958e-22
8.88550e+02	1.68171e-22	8.88550e+02	6.40196e-23	8.88550e+02	1.57885e-24	8.88550e+02	1.57885e-24	8.88550e+02	1.68171e-22
8.88900e+02	1.69925e-22	8.88900e+02	6.33646e-23	8.88900e+02	1.63018e-24	8.88900e+02	1.63018e-24	8.88900e+02	1.69925e-22
8.89250e+02	1.71567e-22	8.89250e+02	6.21995e-23	8.89250e+02	1.68187e-24	8.89250e+02	1.68187e-24	8.89250e+02	1.71567e-22
8.89600e+02	1.72930e-22	8.89600e+02	6.17321e-23	8.89600e+02	1.73221e-24	8.89600e+02	1.73221e-24	8.89600e+02	1.72930e-22
8.89950e+02	1.74736e-22	8.89950e+02	6.23661e-23	8.89950e+02	1.78846e-24	8.89950e+02	1.78846e-24	8.89950e+02	1.74736e-22
8.90300e+02	1.77500e-22	8.90300e+02	6.32168e-23	8.90300e+02	1.85632e-24	8.90300e+02	1.85632e-24	8.90300e+02	1.77500e-22
8.90650e+02	1.81547e-22	8.90650e+02	6.30460e-23	8.90650e+02	1.93997e-24	8.90650e+02	1.93997e-24	8.90650e+02	1.81547e-22
8.91000e+02	1.85681e-22	8.91000e+02	6.17614e-23	8.91000e+02	2.02728e-24	8.91000e+02	2.02728e-24	8.91000e+02	1.85681e-22
8.91350e+02	1.89087e-22	8.91350e+02	6.07764e-23	8.91350e+02	2.10933e-24	8.91350e+02	2.10933e-24	8.91350e+02	1.89087e-22
8.91700e+02	1.92001e-22	8.91700e+02	6.16128e-23	8.91700e+02	2.18835e-24	8.91700e+02	2.18835e-24	8.91700e+02	1.92001e-22
8.92050e+02	1.93954e-22	8.92050e+02	6.41619e-23	8.92050e+02	2.25857e-24	8.92050e+02	2.25857e-24	8.92050e+02	1.93954e-22
8.92400e+02	1.95599e-22	8.92400e+02	6.66195e-23	8.92400e+02	2.32710e-24	8.92400e+02	2.32710e-24	8.92400e+02	1.95599e-22
8.92750e+02	1.96103e-22	8.92750e+02	6.73360e-23	8.92750e+02	2.38362e-24	8.92750e+02	2.38362e-24	8.92750e+02	1.96103e-22
8.93100e+02	1.97593e-22	8.93100e+02	6.65824e-23	8.93100e+02	2.45372e-24	8.93100e+02	2.45372e-24	8.93100e+02	1.97593e-22
8.93450e+02	2.00530e-22	8.93450e+02	6.61966e-23	8.93450e+02	2.54405e-24	8.93450e+02	2.54405e-24	8.93450e+02	2.00530e-22
8.93800e+02	2.05156e-22	8.93800e+02	6.74572e-23	8.93800e+02	2.65897e-24	8.93800e+02	2.65897e-24	8.93800e+02	2.05156e-22
8.94150e+02	2.10019e-22	8.94150e+02	6.96062e-23	8.94150e+02	2.78077e-24	8.94150e+02	2.78077e-24	8.94150e+02	2.10019e-22
8.94500e+02	2.15180e-22	8.94500e+02	7.07213e-23	8.94500e+02	2.91058e-24	8.94500e+02	2.91058e-24	8.94500e+02	2.15180e-22
8.94850e+02	2.20981e-22	8.94850e+02	6.99094e-23	8.94850e+02	3.05349e-24	8.94850e+02	3.05349e-24	8.94850e+02	2.20981e-22
8.95200e+02	2.26278e-22	8.95200e+02	6.82789e-23	8.95200e+02	3.19403e-24	8.95200e+02	3.19403e-24	8.95200e+02	2.26278e-22
8.95550e+02	2.31615e-22	8.95550e+02	6.76338e-23	8.95550e+02	3.33973e-24	8.95550e+02	3.33973e-24	8.95550e+02	2.31615e-22
8.95900e+02	2.37021e-22	8.95900e+02	6.84991e-23	8.95900e+02	3.49118e-24	8.95900e+02	3.49118e-24	8.95900e+02	2.37021e-22
8.96250e+02	2.43533e-22	8.96250e+02	6.97522e-23	8.96250e+02	3.66419e-24	8.96250e+02	3.66419e-24	8.96250e+02	2.43533e-22
8.96600e+02	2.50587e-22	8.96600e+02	7.01076e-23	8.96600e+02	3.85128e-24	8.96600e+02	3.85128e-24	8.96600e+02	2.50587e-22
8.96950e+02	2.57218e-22	8.96950e+02	6.95441e-23	8.96950e+02	4.03802e-24	8.96950e+02	4.03802e-24	8.96950e+02	2.57218e-22
8.97300e+02	2.63160e-22	8.97300e+02	6.90539e-23	8.97300e+02	4.21987e-24	8.97300e+02	4.21987e-24	8.97300e+02	2.63160e-22
8.97650e+02	2.70271e-22	8.97650e+02	6.92823e-23	8.97650e+02	4.42673e-24	8.97650e+02	4.42673e-24	8.97650e+02	2.70271e-22
8.98000e+02	2.79036e-22	8.98000e+02	6.98880e-23	8.98000e+02	4.66812e-24	8.98000e+02	4.66812e-24	8.98000e+02	2.79036e-22
8.98350e+02	2.87884e-22	8.98350e+02	7.03178e-23	8.98350e+02	4.91915e-24	8.98350e+02	4.91915e-24	8.98350e+02	2.87884e-22
8.98700e+02	2.96512e-22	8.98700e+02	7.07732e-23	8.98700e+02	5.17486e-24	8.98700e+02	5.17486e-24	8.98700e+02	2.96512e-22
8.99050e+02	3.05410e-22	8.99050e+02	7.19714e-23	8.99050e+02	5.44398e-24	8.99050e+02	5.44398e-24	8.99050e+02	3.05410e-22
8.99400e+02	3.14933e-22	8.99400e+02	7.39929e-23	8.99400e+02	5.73352e-24	8.99400e+02	5.73352e-24	8.99400e+02	3.14933e-22
8.99750e+02	3.24361e-22	8.99750e+02	7.57839e-23	8.99750e+02	6.03106e-24	8.99750e+02	6.03106e-24	8.99750e+02	3.24361e-22
9.00100e+02	3.32522e-22	9.00100e+02	7.60709e-23	9.00100e+02	6.31453e-24	9.00100e+02	6.31453e-24	9.00100e+02	3.32522e-22
9.00450e+02	3.39749e-22	9.00450e+02	7.46475e-23	9.00450e+02	6.58910e-24	9.00450e+02	6.58910e-24	9.00450e+02	3.39749e-22
9.00800e+02	3.48257e-22	9.00800e+02	7.25463e-23	9.00800e+02	6.89777e-24	9.00800e+02	6.89777e-24	9.00800e+02	3.48257e-22
9.01150e+02	3.57693e-22	9.01150e+02	7.10245e-23	9.01150e+02	7.23525e-24	9.01150e+02	7.23525e-24	9.01150e+02	3.57693e-22
9.01500e+02	3.68147e-22	9.01500e+02	7.06528e-23	9.01500e+02	7.60485e-24	9.01500e+02	7.60485e-24	9.01500e+02	3.68147e-22
9.01850e+02	3.78362e-22	9.01850e+02	7.13922e-23	9.01850e+02	7.98172e-24	9.01850e+02	7.98172e-24	9.01850e+02	3.78362e-22
9.02200e+02	3.89173e-22	9.02200e+02	7.30980e-23	9.02200e+02	8.38387e-24	9.02200e+02	8.38387e-24	9.02200e+02	3.89173e-22
9.02550e+02	4.01430e-22	9.02550e+02	7.54836e-23	9.02550e+02	8.83116e-24	9.02550e+02	8.83116e-24	9.02550e+02	4.01430e-22
9.02900e+02	4.14914e-22	9.02900e+02	7.77149e-23	9.02900e+02	9.32104e-24	9.02900e+02	9.32104e-24	9.02900e+02	4.14914e-22
9.03250e+02	4.29330e-22	9.03250e+02	7.87117e-23	9.03250e+02	9.84891e-24	9.03250e+02	9.84891e-24	9.03250e+02	4.29330e-22
9.03600e+02	4.41018e-22	9.03600e+02	7.83520e-23	9.03600e+02	1.03309e-23	9.03600e+02	1.03309e-23	9.03600e+02	4.41018e-22
9.03950e+02	4.54718e-22	9.03950e+02	7.81484e-23	9.03950e+02	1.08768e-23	9.03950e+02	1.08768e-23	9.03950e+02	4.54718e-22
9.04300e+02	4.69644e-22	9.04300e+02	8.00387e-23	9.04300e+02	1.14709e-23	9.04300e+02	1.14709e-23	9.04300e+02	4.69644e-22
9.04650e+02	4.85403e-22	9.04650e+02	8.41381e-23	9.04650e+02	1.21058e-23	9.04650e+02	1.21058e-23	9.04650e+02	4.85403e-22
9.05000e+02	5.01958e-22	9.05000e+02	8.80379e-23	9.05000e+02	1.27825e-23	9.05000e+02	1.27825e-23	9.05000e+02	5.01958e-22
9.05350e+02	5.20676e-22	9.05350e+02	8.89529e-23	9.05350e+02	1.35384e-23	9.05350e+02	1.35384e-23	9.05350e+02	5.20676e-22
9.05700e+02	5.40584e-22	9.05700e+02	8.67393e-23	9.05700e+02	1.43517e-23	9.05700e+02	1.43517e-23	9.05700e+02	5.40584e-22
9.06050e+02	5.62267e-22	9.06050e+02	8.43866e-23	9.06050e+02	1.52412e-23	9.06050e+02	1.52412e-23	9.06050e+02	5.62267e-22
9.06400e+02	5.82922e-22	9.06400e+02	8.50965e-23	9.06400e+02	1.61330e-23	9.06400e+02	1.61330e-23	9.06400e+02	5.82922e-22
9.06750e+02	6.01988e-22	9.06750e+02	8.89326e-23	9.06750e+02	1.70103e-23	9.06750e+02	1.70103e-23	9.06750e+02	6.01988e-22
9.07100e+02	6.24403e-22	9.07100e+02	9.27493e-23	9.07100e+02	1.80138e-23	9.07100e+02	1.80138e-23	9.07100e+02	6.24403e-22
9.07450e+02	6.47749e-22	9.07450e+02	9.35896e-23	9.07450e+02	1.90789e-23	9.07450e+02	1.90789e-23	9.07450e+02	6.47749e-22
9.07800e+02	6.70511e-22	9.07800e+02	9.18750e-23	9.07800e+02	2.01629e-23	9.07800e+02	2.01629e-23	9.07800e+02	6.70511e-22
9.08150e+02	6.95441e-22	9.08150e+02	9.09204e-23	9.08150e+02	2.13502e-23	9.08150e+02	2.13502e-23	9.08150e+02	6.95441e-22
9.08500e+02	7.21723e-22	9.08500e+02	9.34014e-23	9.08500e+02	2.26203e-23	9.08500e+02	2.26203e-23	9.08500e+02	7.21723e-22
9.08850e+02	7.49494e-22	9.08850e+02	9.86909e-23	9.08850e+02	2.39815e-23	9.08850e+02	2.39815e-23	9.08850e+02	7.49494e-22
9.09200e+02	7.79140e-22	9.09200e+02	1.03806e-22	9.09200e+02	2.54505e-23	9.09200e+02	2.54505e-23	9.09200e+02	7.79140e-22
9.09550e+02	8.08396e-22	9.09550e+02	1.06614e-22	9.09550e+02	2.69569e-23	9.09550e+02	2.69569e-23	9.09550e+02	8.08396e-22
9.09900e+02	8.39756e-22	9.09900e+02	1.07680e-22	9.09900e+02	2.85863e-23	9.09900e+02	2.85863e-23	9.09900e+02	8.39756e-22
9.10250e+02	8.73243e-22	9.10250e+02	1.09075e-22	9.10250e+02	3.03454e-23	9.10250e+02	3.03454e-23	9.10250e+02	8.73243e-22
9.10600e+02	9.08459e-22	9.10600e+02	1.11937e-22	9.10600e+02	3.22261e-23	9.10600e+02	3.22261e-23	9.10600e+02	9.08459e-22
9.10950e+02	9.43676e-22	9.10950e+02	1.15576e-22	9.10950e+02	3.41715e-23	9.10950e+02	3.41715e-23	9.10950e+02	9.43676e-22
9.11300e+02	9.80184e-22	9.11300e+02	1.18702e-22	9.11300e+02	3.62310e-23	9.11300e+02	3.62310e-23	9.11300e+02	9.80184e-22
9.11650e+02	1.01779e-21	9.11650e+02	1.20916e-22	9.11650e+02	3.84020e-23	9.11650e+02	3.84020e-23	9.11650e+02	1.01779e-21
9.12000e+02	1.05813e-21	9.12000e+02	1.22834e-22	9.12000e+02	4.07526e-23	9.12000e+02	4.07526e-23	9.12000e+02	1.05813e-21
9.12350e+02	1.09957e-21	9.12350e+02	1.25160e-22	9.12350e+02	4.32263e-23	9.12350e+02	4.32263e-23	9.12350e+02	1.09957e-21
9.12700e+02	1.14047e-21	9.12700e+02	1.28113e-22	9.12700e+02	4.57631e-23	9.12700e+02	4.57631e-23	9.12700e+02	1.14047e-21
9.13050e+02	1.18162e-21	9.13050e+02	1.31663e-22	9.13050e+02	4.83957e-23	9.13050e+02	4.83957e-23	9.13050e+02	1.18162e-21
9.13400e+02	1.22337e-21	9.13400e+02	1.35803e-22	9.13400e+02	5.11418e-23	9.13400e+02	5.11418e-23	9.13400e+02	1.22337e-21
9.13750e+02	1.26516e-21	9.13750e+02	1.40356e-22	9.13750e+02	5.39817e-23	9.13750e+02	5.39817e-23	9.13750e+02	1.26516e-21
9.14100e+02	1.30446e-21	9.14100e+02	1.44814e-22	9.14100e+02	5.68078e-23	9.14100e+02	5.68078e-23	9.14100e+02	1.30446e-21
9.14450e+02	1.34110e-21	9.14450e+02	1.48786e-22	9.14450e+02	5.96088e-23	9.14450e+02	5.96088e-23	9.14450e+02	1.34110e-21
9.14800e+02	1.37606e-21	9.14800e+02	1.52513e-22	9.14800e+02	6.24238e-23	9.14800e+02	6.24238e-23	9.14800e+02	1.37606e-21
9.15150e+02	1.41014e-21	9.15150e+02	1.56530e-22	9.15150e+02	6.52876e-23	9.15150e+02	6.52876e-23	9.15150e+02	1.41014e-21
9.15500e+02	1.44272e-21	9.15500e+02	1.60721e-22	9.15500e+02	6.81712e-23	9.15500e+02	6.81712e-23	9.15500e+02	1.44272e-21
9.15850e+02	1.47344e-21	9.15850e+02	1.64188e-22	9.15850e+02	7.10546e-23	9.15850e+02	7.10546e-23	9.15850e+02	1.47344e-21
9.16200e+02	1.50195e-21	9.16200e+02	1.66488e-22	9.16200e+02	7.39185e-23	9.16200e+02	7.39185e-23	9.16200e+02	1.50195e-21
9.16550e+02	1.52642e-21	9.16550e+02	1.68738e-22	9.16550e+02	7.66654e-23	9.16550e+02	7.66654e-23	9.16550e+02	1.52642e-21
9.16900e+02	1.54970e-21	9.16900e+02	1.72734e-22	9.16900e+02	7.94322e-23	9.16900e+02	7.94322e-23	9.16900e+02	1.54970e-21
9.17250e+02	1.57082e-21	9.17250e+02	1.78653e-22	9.17250e+02	8.21660e-23	9.17250e+02	8.21660e-23	9.17250e+02	1.57082e-21
9.17600e+02	1.59056e-21	9.17600e+02	1.84223e-22	9.17600e+02	8.49030e-23	9.17600e+02	8.49030e-23	9.17600e+02	1.59056e-21
9.17950e+02	1.60902e-21	9.17950e+02	1.86944e-22	9.17950e+02	8.76473e-23	9.17950e+02	8.76473e-23	9.17950e+02	1.60902e-21
9.18300e+02	1.62788e-21	9.18300e+02	1.87179e-22	9.18300e+02	9.04886e-23	9.18300e+02	9.04886e-23	9.18300e+02	1.62788e-21
9.18650e+02	1.64729e-21	9.18650e+02	1.88243e-22	9.18650e+02	9.34397e-23	9.18650e+02	9.34397e-23	9.18650e+02	1.64729e-21
9.19000e+02	1.66767e-21	9.19000e+02	1.92903e-22	9.19000e+02	9.65282e-23	9.19000e+02	9.65282e-23	9.19000e+02	1.66767e-21
